Time v_x v_y v_z
0.573146 0.068252 6.380005 0.218644
0.575150 0.058612 6.408181 0.237738
0.577154 0.091127 6.395557 0.239560
0.579158 0.076239 6.400365 0.242697
0.581162 0.026109 6.443438 0.251880
0.583166 0.056939 6.497376 0.237657
0.585170 0.075706 6.483392 0.253585
0.587174 0.065617 6.537790 0.235811
0.589178 0.075640 6.517691 0.223407
0.591182 0.079141 6.549212 0.184917
0.593186 0.079953 6.601775 0.196551
0.595190 0.056844 6.587270 0.190206
0.597194 0.065515 6.614205 0.202109
0.599198 0.068451 6.663705 0.180818
0.601202 0.058396 6.687434 0.181528
0.603206 0.068057 6.708940 0.186125
0.605210 0.102047 6.718768 0.198370
0.607214 0.106800 7.482321 0.220608
0.609218 0.163446 8.203589 0.229644
0.611222 0.173847 8.223005 0.199105
0.613226 0.141205 8.237708 0.196359
0.615230 0.179296 8.263813 0.184504
0.617234 0.140069 8.298379 0.228394
0.619238 0.111073 8.360942 0.195168
0.621242 0.125870 8.403512 0.227251
0.623246 0.133323 8.424920 0.236555
0.625251 0.115352 8.440883 0.251936
0.627255 0.101034 8.476299 0.264746
0.629259 0.125712 8.479546 0.231569
0.631263 0.094124 8.483291 0.192601
0.633267 0.112454 8.539270 0.166527
0.635271 0.122170 8.562095 0.163891
0.637275 0.153706 8.585153 0.147031
0.639279 0.156545 8.628657 0.123504
0.641283 0.180317 8.669750 0.126813
0.643287 0.179662 8.728042 0.128479
0.645291 0.176485 8.788337 0.115978
0.647295 0.213823 8.845184 0.132377
0.649299 0.173263 8.887885 0.146265
0.651303 0.154802 8.913366 0.129028
0.653307 0.164805 8.938433 0.149422
0.655311 0.172223 8.982566 0.178737
0.657315 0.162295 9.001778 0.167237
0.659319 0.141226 9.044824 0.145358
0.661323 0.109701 9.069736 0.158418
0.663327 0.099870 9.099644 0.180749
0.665331 0.105207 9.142552 0.180250
0.667335 0.116767 9.157520 0.189375
0.669339 0.112170 9.182902 0.183144
0.671343 0.144520 9.203910 0.199554
0.673347 0.101266 9.229306 0.202478
0.675351 0.098398 9.279288 0.192847
0.677355 0.082757 9.325819 0.204503
0.679359 0.098015 9.363035 0.194387
0.681363 0.143347 9.398256 0.209851
0.683367 0.100611 9.455926 0.215720
0.685371 0.119443 9.517146 0.154280
0.687375 0.114240 9.564428 0.152168
0.689379 0.141815 9.565845 0.155011
0.691383 0.176867 9.613464 0.130044
0.693387 0.158980 9.647823 0.140493
0.695391 0.149661 9.682844 0.138467
0.697395 0.157524 9.732241 0.153392
0.699399 0.173187 9.800226 0.169892
0.701403 0.185483 9.824848 0.162399
0.703407 0.210691 9.877768 0.163827
0.705411 0.192140 9.955052 0.170491
0.707415 0.197092 10.001366 0.155243
0.709419 0.232590 10.038500 0.174231
0.711423 0.238729 10.077133 0.182582
0.713427 0.224238 10.105136 0.192511
0.715431 0.232857 10.144633 0.194495
0.717435 0.254322 10.176084 0.237953
0.719439 0.261475 10.216795 0.264691
0.721443 0.270179 10.273000 0.271080
0.723447 0.271148 10.299184 0.271682
0.725451 0.201213 10.314798 0.255592
0.727455 0.172038 10.341770 0.261704
0.729459 0.229516 10.346845 0.217415
0.731463 0.253490 10.398053 0.192628
0.733467 0.236218 10.425004 0.165116
0.735471 0.198972 10.442634 0.180347
0.737475 0.215145 10.500963 0.125280
0.739479 0.230981 10.557385 0.112685
0.741483 0.234256 10.586438 0.091575
0.743487 0.215115 10.612046 0.116119
0.745491 0.234179 10.604038 0.160416
0.747495 0.211694 10.630797 0.156013
0.749499 0.209353 10.705967 0.152907
0.751503 0.243898 10.722163 0.138828
0.753507 0.237139 10.716879 0.155241
0.755511 0.206924 10.735163 0.104137
0.757515 0.201816 10.742176 0.113879
0.759519 0.191230 10.762112 0.124777
0.761523 0.147812 10.793281 0.120434
0.763527 0.160307 10.866671 0.150460
0.765531 0.173173 10.875983 0.105637
0.767535 0.189037 10.960709 0.117574
0.769539 0.180548 10.975145 0.068484
0.771543 0.159116 10.993121 0.101195
0.773547 0.175140 11.049735 0.088680
0.775551 0.203923 11.097846 0.103267
0.777555 0.210229 11.135754 0.063617
0.779559 0.200731 11.216535 0.047855
0.781563 0.223907 11.272878 0.015174
0.783567 0.236521 11.303930 0.002056
0.785571 0.287838 11.323779 -0.003650
0.787575 0.262851 11.358175 0.006013
0.789579 0.248439 11.385732 -0.014141
0.791583 0.252362 11.419979 -0.029927
0.793587 0.253393 11.421118 -0.019840
0.795591 0.268066 11.475756 -0.052611
0.797595 0.290025 11.503728 -0.019383
0.799599 0.294592 11.550832 0.003131
0.801603 0.292132 11.536250 -0.012714
0.803607 0.313173 11.572571 0.010103
0.805611 0.284742 11.602772 0.005829
0.807615 0.271245 11.625707 0.027788
0.809619 0.268885 11.660733 0.039554
0.811623 0.253349 11.722443 0.045657
0.813627 0.191208 11.758778 0.058663
0.815631 0.172669 11.801919 0.054335
0.817635 0.143802 11.824574 0.070363
0.819639 0.153530 11.811116 0.072647
0.821643 0.122140 11.803131 0.054146
0.823647 0.075311 11.816844 0.059167
0.825651 0.070197 11.860824 0.020324
0.827655 0.057589 11.887893 0.018375
0.829659 0.046611 11.891585 0.030183
0.831663 0.017052 11.928991 0.006147
0.833667 -0.015463 11.943060 0.001910
0.835671 -0.007545 11.963597 -0.025758
0.837675 -0.007794 11.914976 -0.024353
0.839679 0.009678 11.914514 -0.052474
0.841683 -0.003000 11.974174 -0.054851
0.843687 0.050985 12.040393 -0.089309
0.845691 0.055236 12.075096 -0.081527
0.847695 0.106021 12.101680 -0.102904
0.849699 0.145181 12.067977 -0.101675
0.851703 0.170606 12.133602 -0.117187
0.853707 0.191826 12.151518 -0.121092
0.855711 0.237336 12.173590 -0.113753
0.857715 0.215213 12.171768 -0.119940
0.859719 0.171448 12.212812 -0.111795
0.861723 0.175532 12.238726 -0.117343
0.863727 0.188568 12.302259 -0.115974
0.865731 0.204918 12.351893 -0.094513
0.867735 0.177434 12.367181 -0.093593
0.869739 0.179938 12.397357 -0.100237
0.871743 0.173010 12.456007 -0.110563
0.873747 0.188657 12.470851 -0.091933
0.875752 0.187889 12.499907 -0.107819
0.877756 0.197613 12.518154 -0.103769
0.879760 0.202521 12.530399 -0.111487
0.881764 0.215210 12.590295 -0.125518
0.883768 0.218523 12.603917 -0.111417
0.885772 0.236753 12.659099 -0.064020
0.887776 0.228551 12.690102 -0.060862
0.889780 0.259982 12.724002 -0.094052
0.891784 0.241861 12.727754 -0.085459
0.893788 0.252759 12.784283 -0.082379
0.895792 0.242225 12.819737 -0.084483
0.897796 0.266290 12.854059 -0.109226
0.899800 0.282937 12.836595 -0.096007
0.901804 0.284780 12.854249 -0.069621
0.903808 0.296808 12.880156 -0.051496
0.905812 0.297992 12.875431 -0.112344
0.907816 0.300738 12.888726 -0.097058
0.909820 0.278553 12.875780 -0.104158
0.911824 0.278320 12.903074 -0.133467
0.913828 0.249073 12.915954 -0.137185
0.915832 0.234277 12.954853 -0.148017
0.917836 0.220880 12.937825 -0.144886
0.919840 0.164528 12.959703 -0.148544
0.921844 0.187042 12.972482 -0.109032
0.923848 0.197576 13.007368 -0.111874
0.925852 0.224522 13.024104 -0.154450
0.927856 0.221583 13.057016 -0.128247
0.929860 0.214329 13.117951 -0.095328
0.931864 0.205724 13.157194 -0.096741
0.933868 0.203451 13.227798 -0.071661
0.935872 0.218723 13.265296 -0.074718
0.937876 0.217349 13.307079 -0.048546
0.939880 0.201722 13.337623 -0.002880
0.941884 0.217730 13.376140 0.018389
0.943888 0.248629 13.378016 0.046315
0.945892 0.279661 13.442307 0.080650
0.947896 0.302989 13.500100 0.071188
0.949900 0.320335 13.518605 0.079426
0.951904 0.335554 13.590873 0.075995
0.953908 0.340050 13.620258 0.095798
0.955912 0.346801 13.656339 0.084885
0.957916 0.386101 13.681843 0.085334
0.959920 0.354444 13.780245 0.072087
0.961924 0.361368 13.830611 0.028431
0.963928 0.347138 13.887949 0.044151
0.965932 0.379665 13.901422 0.050249
0.967936 0.355065 13.966356 0.045274
0.969940 0.357403 14.019622 -0.000198
0.971944 0.386890 14.074629 0.030055
0.973948 0.393193 14.126946 0.025089
0.975952 0.399391 14.148123 -0.003640
0.977956 0.344945 14.199681 0.009653
0.979960 0.367692 14.244552 0.004842
0.981964 0.334255 14.261795 -0.020672
0.983968 0.318485 14.323709 -0.010991
0.985972 0.367451 14.324939 -0.039879
0.987976 0.356214 14.304940 -0.044212
0.989980 0.342647 14.324637 -0.059467
0.991984 0.361780 14.376719 -0.089368
0.993988 0.362189 14.431419 -0.083589
0.995992 0.368078 14.446416 -0.091630
0.997996 0.412642 14.483346 -0.108834
1.000000 0.402137 14.535638 -0.094400
