Time p_x p_y p_z
0.128257 -0.115918 3.155872 0.077058
0.130261 -0.115951 3.170635 0.077076
0.132265 -0.115987 3.185413 0.077106
0.134269 -0.116008 3.200185 0.077139
0.136273 -0.116040 3.214957 0.077164
0.138277 -0.116082 3.229730 0.077186
0.140281 -0.116127 3.244512 0.077215
0.142285 -0.116191 3.259279 0.077235
0.144289 -0.116241 3.274045 0.077261
0.146293 -0.116271 3.288806 0.077296
0.148297 -0.116309 3.303557 0.077346
0.150301 -0.116348 3.318316 0.077383
0.152305 -0.116405 3.333068 0.077410
0.154309 -0.116437 3.347815 0.077452
0.156313 -0.116470 3.362561 0.077498
0.158317 -0.116497 3.377308 0.077533
0.160321 -0.116523 3.392045 0.077570
0.162325 -0.116570 3.406798 0.077607
0.164329 -0.116605 3.421561 0.077639
0.166333 -0.116632 3.436327 0.077652
0.168337 -0.116658 3.451107 0.077672
0.170341 -0.116682 3.465887 0.077691
0.172345 -0.116719 3.480683 0.077728
0.174349 -0.116753 3.495481 0.077756
0.176353 -0.116802 3.510271 0.077775
0.178357 -0.116847 3.525073 0.077771
0.180361 -0.116884 3.539854 0.077772
0.182365 -0.116933 3.554627 0.077766
0.184369 -0.117000 3.569399 0.077749
0.186373 -0.117071 3.584181 0.077731
0.188377 -0.117135 3.598954 0.077701
0.190381 -0.117196 3.613733 0.077675
0.192385 -0.117252 3.628528 0.077661
0.194389 -0.117300 3.643334 0.077649
0.196393 -0.117356 3.658131 0.077637
0.198397 -0.117401 3.672920 0.077635
0.200401 -0.117448 3.687743 0.077629
0.202405 -0.117483 3.702577 0.077614
0.204409 -0.117520 3.717431 0.077623
0.206413 -0.117548 3.732282 0.077606
0.208417 -0.117586 3.747142 0.077588
0.210421 -0.117614 3.762002 0.077578
0.212425 -0.117650 3.776860 0.077562
0.214429 -0.117677 3.791726 0.077536
0.216433 -0.117717 3.806592 0.077509
0.218437 -0.117744 3.821464 0.077488
0.220441 -0.117805 3.836344 0.077465
0.222445 -0.117860 3.851238 0.077442
0.224449 -0.117907 3.866115 0.077417
0.226453 -0.117972 3.880995 0.077389
0.228457 -0.118023 3.895882 0.077349
0.230461 -0.118073 3.910771 0.077320
0.232465 -0.118121 3.925652 0.077297
0.234469 -0.118177 3.940536 0.077272
0.236473 -0.118246 3.955431 0.077243
0.238477 -0.118332 3.970331 0.077211
0.240481 -0.118412 3.985242 0.077191
0.242485 -0.118498 4.000151 0.077168
0.244489 -0.118589 4.015067 0.077160
0.246493 -0.118660 4.030002 0.077152
0.248497 -0.118735 4.044940 0.077147
0.250501 -0.118813 4.059881 0.077135
0.252505 -0.118852 4.074819 0.077119
0.254509 -0.118891 4.089767 0.077079
0.256513 -0.118914 4.104707 0.077027
0.258517 -0.118949 4.119649 0.076977
0.260521 -0.118986 4.134604 0.076946
0.262525 -0.119031 4.149572 0.076904
0.264529 -0.119081 4.164520 0.076884
0.266533 -0.119144 4.179475 0.076875
0.268537 -0.119192 4.194436 0.076861
0.270541 -0.119248 4.209404 0.076850
0.272545 -0.119298 4.224368 0.076847
0.274549 -0.119344 4.239339 0.076819
0.276553 -0.119375 4.254302 0.076803
0.278557 -0.119391 4.269246 0.076788
0.280561 -0.119413 4.284209 0.076783
0.282565 -0.119424 4.299164 0.076765
0.284569 -0.119441 4.314130 0.076746
0.286573 -0.119472 4.329085 0.076730
0.288577 -0.119521 4.344060 0.076717
0.290581 -0.119564 4.359038 0.076699
0.292585 -0.119613 4.374006 0.076694
0.294589 -0.119655 4.389000 0.076693
0.296593 -0.119673 4.404000 0.076711
0.298597 -0.119694 4.418975 0.076693
0.300601 -0.119707 4.433930 0.076651
0.302605 -0.119714 4.448895 0.076630
0.304609 -0.119710 4.463872 0.076603
0.306613 -0.119706 4.478843 0.076570
0.308617 -0.119713 4.493808 0.076534
0.310621 -0.119734 4.508776 0.076500
0.312625 -0.119760 4.523758 0.076486
0.314629 -0.119797 4.538744 0.076465
0.316633 -0.119835 4.553732 0.076429
0.318637 -0.119874 4.568709 0.076396
0.320641 -0.119922 4.583670 0.076362
0.322645 -0.119993 4.598617 0.076333
0.324649 -0.120062 4.613555 0.076317
0.326653 -0.120122 4.628476 0.076312
0.328657 -0.120190 4.643398 0.076316
0.330661 -0.120259 4.658329 0.076316
0.332665 -0.120326 4.673271 0.076315
0.334669 -0.120388 4.684538 0.076316
0.336673 -0.120463 4.695802 0.076292
0.338677 -0.120536 4.707071 0.076272
0.340681 -0.120622 4.718353 0.076255
0.342685 -0.120717 4.729646 0.076235
0.344689 -0.120818 4.740940 0.076241
0.346693 -0.120924 4.752238 0.076262
0.348697 -0.121027 4.763549 0.076282
0.350701 -0.121129 4.774857 0.076287
0.352705 -0.121241 4.786172 0.076297
0.354709 -0.121343 4.797486 0.076325
0.356713 -0.121451 4.808796 0.076350
0.358717 -0.121568 4.820113 0.076372
0.360721 -0.121695 4.831419 0.076413
0.362725 -0.121810 4.842711 0.076455
0.364729 -0.121924 4.853990 0.076518
0.366733 -0.122024 4.865261 0.076586
0.368737 -0.122120 4.876550 0.076654
0.370741 -0.122216 4.887835 0.076739
0.372745 -0.122319 4.899112 0.076834
0.374749 -0.122412 4.910374 0.076924
0.376754 -0.122507 4.921625 0.077015
0.378758 -0.122585 4.932871 0.077126
0.380762 -0.122688 4.944131 0.077249
0.382766 -0.122766 4.955393 0.077375
0.384770 -0.122854 4.966658 0.077509
0.386774 -0.122939 4.977936 0.077640
0.388778 -0.123013 4.989223 0.077769
0.390782 -0.123089 5.000528 0.077890
0.392786 -0.123153 5.011828 0.078024
0.394790 -0.123209 5.023123 0.078172
0.396794 -0.123264 5.034416 0.078308
0.398798 -0.123328 5.045716 0.078434
0.400802 -0.123393 5.057017 0.078556
0.402806 -0.123444 5.068298 0.078685
0.404810 -0.123487 5.079574 0.078817
0.406814 -0.123528 5.090853 0.078943
0.408818 -0.123573 5.102129 0.079073
0.410822 -0.123610 5.113409 0.079215
0.412826 -0.123647 5.124675 0.079361
0.414830 -0.123696 5.135946 0.079517
0.416834 -0.123741 5.147249 0.079659
0.418838 -0.123789 5.158553 0.079798
0.420842 -0.123841 5.169865 0.079941
0.422846 -0.123904 5.181188 0.080077
0.424850 -0.123985 5.192492 0.080210
0.426854 -0.124056 5.203786 0.080327
0.428858 -0.124146 5.215086 0.080446
0.430862 -0.124240 5.226375 0.080573
0.432866 -0.124335 5.237675 0.080702
0.434870 -0.124434 5.248965 0.080828
0.436874 -0.124522 5.260255 0.080938
0.438878 -0.124617 5.271556 0.081037
0.440882 -0.124702 5.282865 0.081143
0.442886 -0.124791 5.294174 0.081251
0.444890 -0.124894 5.305478 0.081353
0.446894 -0.124971 5.316776 0.081447
0.448898 -0.125029 5.328071 0.081557
0.450902 -0.125081 5.339371 0.081663
0.452906 -0.125129 5.350691 0.081770
0.454910 -0.125178 5.362011 0.081869
0.456914 -0.125249 5.373350 0.081972
0.458918 -0.125306 5.384698 0.082073
0.460922 -0.125372 5.396034 0.082178
0.462926 -0.125433 5.407376 0.082282
0.464930 -0.125494 5.418718 0.082374
0.466934 -0.125556 5.430066 0.082467
0.468938 -0.125605 5.441432 0.082555
0.470942 -0.125661 5.452790 0.082647
0.472946 -0.125727 5.464145 0.082755
0.474950 -0.125793 5.475506 0.082848
0.476954 -0.125839 5.486858 0.082941
0.478958 -0.125874 5.498207 0.083038
0.480962 -0.125911 5.509544 0.083139
0.482966 -0.125933 5.520878 0.083216
0.484970 -0.125957 5.532195 0.083287
0.486974 -0.125987 5.543522 0.083350
0.488978 -0.126017 5.554869 0.083414
0.490982 -0.126051 5.566206 0.083472
0.492986 -0.126096 5.577533 0.083540
0.494990 -0.126141 5.588850 0.083617
0.496994 -0.126189 5.600162 0.083700
0.498998 -0.126248 5.611480 0.083779
0.501002 -0.126307 5.622785 0.083854
0.503006 -0.126367 5.634096 0.083931
0.505010 -0.126408 5.645400 0.084030
0.507014 -0.126452 5.656708 0.084141
0.509018 -0.126503 5.668003 0.084264
0.511022 -0.126539 5.679279 0.084390
0.513026 -0.126570 5.690553 0.084494
0.515030 -0.126619 5.701838 0.084596
0.517034 -0.126657 5.713127 0.084695
0.519038 -0.126691 5.724431 0.084791
0.521042 -0.126723 5.735724 0.084883
0.523046 -0.126749 5.747001 0.084971
0.525050 -0.126774 5.758295 0.085051
0.527054 -0.126816 5.769580 0.085144
0.529058 -0.126865 5.780863 0.085233
0.531062 -0.126901 5.792146 0.085321
0.533066 -0.126928 5.803443 0.085408
0.535070 -0.126940 5.814748 0.085496
0.537074 -0.126952 5.826046 0.085598
0.539078 -0.126967 5.837346 0.085703
0.541082 -0.126970 5.848647 0.085810
0.543086 -0.126972 5.859953 0.085918
0.545090 -0.126957 5.871253 0.086029
0.547094 -0.126930 5.882550 0.086141
0.549098 -0.126907 5.893860 0.086253
0.551102 -0.126881 5.905175 0.086355
0.553106 -0.126850 5.916467 0.086461
0.555110 -0.126809 5.927767 0.086590
0.557114 -0.126790 5.939066 0.086715
0.559118 -0.126758 5.950347 0.086841
0.561122 -0.126729 5.961624 0.086938
0.563126 -0.126699 5.972906 0.087029
0.565130 -0.126684 5.984193 0.087130
0.567134 -0.126672 5.995481 0.087250
0.569138 -0.126642 6.006770 0.087363
0.571142 -0.126608 6.018062 0.087469
0.573146 -0.126563 6.029361 0.087581
0.575150 -0.126529 6.040668 0.087690
0.577154 -0.126499 6.051985 0.087809
0.579158 -0.126454 6.063289 0.087929
0.581162 -0.126416 6.074590 0.088050
0.583166 -0.126403 6.085908 0.088176
0.585170 -0.126374 6.097246 0.088295
0.587174 -0.126336 6.108573 0.088422
0.589178 -0.126303 6.119921 0.088540
0.591182 -0.126266 6.131253 0.088652
0.593186 -0.126226 6.142596 0.088744
0.595190 -0.126186 6.153959 0.088842
0.597194 -0.126158 6.165310 0.088937
0.599198 -0.126125 6.176668 0.089038
0.601202 -0.126091 6.188046 0.089129
0.603206 -0.126061 6.199430 0.089220
0.605210 -0.126027 6.210820 0.089313
0.607214 -0.125976 6.961179 0.089412
0.609218 -0.125923 7.711545 0.089522
0.611222 -0.125841 7.749397 0.089637
0.613226 -0.125754 7.787240 0.089737
0.615230 -0.125684 7.825071 0.089835
0.617234 -0.125594 7.862897 0.089927
0.619238 -0.125524 7.900721 0.090041
0.621242 -0.125469 7.938558 0.090139
0.623246 -0.125406 7.976397 0.090252
0.625251 -0.125339 8.014228 0.090371
0.627255 -0.125281 8.052048 0.090497
0.629259 -0.125231 8.089868 0.090629
0.631263 -0.125168 8.127670 0.090745
0.633267 -0.125121 8.165456 0.090841
0.635271 -0.125065 8.203250 0.090924
0.637275 -0.125004 8.241037 0.091006
0.639279 -0.124927 8.278818 0.091080
0.641283 -0.124848 8.316601 0.091142
0.643287 -0.124758 8.354385 0.091205
0.645291 -0.124668 8.392181 0.091269
0.647295 -0.124580 8.429987 0.091327
0.649299 -0.124473 8.467804 0.091393
0.651303 -0.124387 8.505623 0.091467
0.653307 -0.124309 8.543436 0.091531
0.655311 -0.124227 8.581242 0.091606
0.657315 -0.124141 8.619052 0.091695
0.659319 -0.124060 8.656853 0.091779
0.661323 -0.123989 8.694657 0.091851
0.663327 -0.123934 8.732454 0.091931
0.665331 -0.123884 8.770248 0.092021
0.667335 -0.123832 8.808044 0.092111
0.669339 -0.123773 8.845829 0.092206
0.671343 -0.123717 8.883608 0.092297
0.673347 -0.123645 8.921379 0.092397
0.675351 -0.123594 8.959143 0.092498
0.677355 -0.123545 8.996914 0.092595
0.679359 -0.123504 9.034690 0.092697
0.681363 -0.123455 9.072465 0.092794
0.683367 -0.123383 9.110239 0.092899
0.685371 -0.123333 9.148023 0.093007
0.687375 -0.123273 9.185819 0.093084
0.689379 -0.123216 9.223620 0.093160
0.691383 -0.123145 9.257237 0.093238
0.693387 -0.123056 9.290860 0.093303
0.695391 -0.122977 9.324484 0.093373
0.697395 -0.122902 9.358109 0.093442
0.699399 -0.122823 9.391742 0.093519
0.701403 -0.122737 9.425392 0.093604
0.703407 -0.122644 9.459037 0.093685
0.705411 -0.122539 9.492693 0.093767
0.707415 -0.122443 9.526370 0.093852
0.709419 -0.122344 9.560055 0.093930
0.711423 -0.122228 9.593740 0.094017
0.713427 -0.122108 9.627429 0.094108
0.715431 -0.121996 9.661115 0.094205
0.717435 -0.121880 9.694804 0.094302
0.719439 -0.121753 9.728492 0.094421
0.721443 -0.121622 9.762184 0.094553
0.723447 -0.121487 9.795887 0.094689
0.725451 -0.121351 9.829586 0.094825
0.727455 -0.121251 9.863277 0.094952
0.729459 -0.121165 9.896965 0.095083
0.731463 -0.121050 9.930638 0.095192
0.733467 -0.120923 9.964320 0.095288
0.735471 -0.120805 9.998000 0.095371
0.737475 -0.120706 10.031671 0.095461
0.739479 -0.120598 10.065355 0.095524
0.741483 -0.120483 10.099050 0.095580
0.743487 -0.120365 10.132743 0.095626
0.745491 -0.120258 10.166433 0.095684
0.747495 -0.120141 10.200101 0.095764
0.749499 -0.120035 10.233767 0.095842
0.751503 -0.119930 10.267453 0.095918
0.753507 -0.119808 10.301131 0.095988
0.755511 -0.119690 10.334789 0.096065
0.757515 -0.119586 10.368440 0.096118
0.759519 -0.119485 10.402078 0.096174
0.761523 -0.119390 10.435709 0.096237
0.763527 -0.119316 10.469339 0.096297
0.765531 -0.119236 10.502989 0.096372
0.767535 -0.119149 10.536627 0.096425
0.769539 -0.119055 10.570291 0.096484
0.771543 -0.118964 10.603945 0.096518
0.773547 -0.118885 10.637591 0.096569
0.775551 -0.118797 10.671250 0.096613
0.777555 -0.118695 10.704915 0.096665
0.779559 -0.118590 10.738583 0.096697
0.781563 -0.118490 10.759489 0.096720
0.783567 -0.118378 10.780413 0.096728
0.785571 -0.118260 10.801343 0.096729
0.787575 -0.118116 10.822272 0.096727
0.789579 -0.117984 10.843208 0.096730
0.791583 -0.117860 10.864147 0.096723
0.793587 -0.117734 10.885094 0.096708
0.795591 -0.117607 10.906030 0.096698
0.797595 -0.117473 10.926984 0.096672
0.799599 -0.117328 10.947941 0.096662
0.801603 -0.117181 10.968912 0.096664
0.803607 -0.117035 10.989865 0.096658
0.805611 -0.116878 11.010826 0.096663
0.807615 -0.116736 11.031791 0.096666
0.809619 -0.116600 11.052758 0.096679
0.811623 -0.116466 11.073733 0.096699
0.813627 -0.116339 11.094727 0.096722
0.815631 -0.116243 11.115730 0.096751
0.817635 -0.116157 11.136744 0.096779
0.819639 -0.116085 11.157759 0.096814
0.821643 -0.116008 11.178757 0.096850
0.823647 -0.115947 11.199741 0.096877
0.825651 -0.115910 11.220721 0.096907
0.827655 -0.115875 11.241713 0.096917
0.829659 -0.115846 11.262709 0.096926
0.831663 -0.115822 11.283695 0.096941
0.833667 -0.115814 11.304691 0.096944
0.835671 -0.115822 11.325683 0.096945
0.837675 -0.115825 11.346675 0.096932
0.839679 -0.115829 11.367632 0.096920
0.841683 -0.115824 11.388579 0.096894
0.843687 -0.115826 11.409546 0.096866
0.845691 -0.115800 11.430535 0.096822
0.847695 -0.115773 11.451532 0.096781
0.849699 -0.115720 11.472531 0.096730
0.851703 -0.115647 11.493504 0.096679
0.853707 -0.115562 11.514498 0.096620
0.855711 -0.115466 11.535492 0.096560
0.857715 -0.115347 11.556486 0.096503
0.859719 -0.115240 11.577470 0.096443
0.861723 -0.115154 11.598463 0.096387
0.863727 -0.115066 11.619459 0.096328
0.865731 -0.114972 11.640477 0.096270
0.867735 -0.114870 11.661509 0.096223
0.869739 -0.114781 11.682538 0.096176
0.871743 -0.114691 11.703572 0.096126
0.873747 -0.114604 11.724626 0.096071
0.875752 -0.114510 11.745676 0.096025
0.877756 -0.114416 11.766731 0.095971
0.879760 -0.114317 11.787785 0.095919
0.881764 -0.114216 11.808834 0.095863
0.883768 -0.114108 11.829903 0.095800
0.885772 -0.113999 11.850969 0.095745
0.887776 -0.113881 11.872052 0.095713
0.889780 -0.113766 11.893140 0.095682
0.891784 -0.113636 11.914235 0.095635
0.893788 -0.113516 11.935321 0.095593
0.895792 -0.113389 11.956426 0.095551
0.897796 -0.113268 11.977538 0.095509
0.899800 -0.113135 11.998657 0.095455
0.901804 -0.112993 12.019756 0.095406
0.903808 -0.112851 12.040855 0.095372
0.905812 -0.112703 12.061956 0.095346
0.907816 -0.112554 12.083044 0.095290
0.909820 -0.112403 12.104129 0.095241
0.911824 -0.112264 12.125197 0.095189
0.913828 -0.112125 12.146268 0.095122
0.915832 -0.112000 12.167336 0.095054
0.917836 -0.111883 12.188413 0.094980
0.919840 -0.111773 12.209471 0.094907
0.921844 -0.111690 12.230529 0.094833
0.923848 -0.111597 12.251584 0.094779
0.925852 -0.111498 12.272646 0.094723
0.927856 -0.111386 12.313698 0.094645
0.929860 -0.111275 12.354747 0.094581
0.931864 -0.111168 12.395806 0.094534
0.933868 -0.111065 12.436865 0.094485
0.935872 -0.110963 12.477938 0.094449
0.937876 -0.110854 12.519010 0.094412
0.939880 -0.110745 12.560082 0.094388
0.941884 -0.110644 12.601150 0.094386
0.943888 -0.110536 12.642216 0.094396
0.945892 -0.110411 12.683263 0.094419
0.947896 -0.110271 12.724322 0.094459
0.949900 -0.110120 12.765390 0.094495
0.951904 -0.109960 12.806446 0.094534
0.953908 -0.109792 12.847519 0.094572
0.955912 -0.109622 12.888586 0.094620
0.957916 -0.109449 12.929650 0.094663
0.959920 -0.109256 12.970708 0.094705
0.961924 -0.109078 13.011794 0.094741
0.963928 -0.108898 13.052885 0.094756
0.965932 -0.108724 13.093984 0.094778
0.967936 -0.108534 13.135070 0.094803
0.969940 -0.108357 13.176168 0.094825
0.971944 -0.108178 13.217272 0.094825
0.973948 -0.107985 13.258384 0.094840
0.975952 -0.107788 13.299501 0.094853
0.977956 -0.107588 13.340609 0.094851
0.979960 -0.107416 13.381723 0.094856
0.981964 -0.107232 13.422838 0.094858
0.983968 -0.107065 13.463942 0.094848
0.985972 -0.106906 13.505057 0.094843
0.987976 -0.106722 13.546152 0.094823
0.989980 -0.106544 13.587216 0.094800
0.991984 -0.106372 13.628270 0.094771
0.993988 -0.106192 13.669330 0.094726
0.995992 -0.106010 13.710397 0.094684
0.997996 -0.105826 13.751452 0.094638
1.000000 -0.105620 13.792504 0.094584
