Time p_x p_y 
0.206413 0.283052 -0.103280 
0.208417 0.283000 -0.120520 
0.210421 0.282940 -0.127877 
0.212425 0.282876 -0.095411 
0.214429 0.282828 -0.135474 
0.216433 0.282761 -0.123935 
0.218437 0.282699 -0.105029 
0.220441 0.282646 -0.088509 
0.222445 0.282602 -0.119360 
0.224449 0.282542 -0.079425 
0.226453 0.282503 -0.086404 
0.228457 0.282459 -0.080078 
0.230461 0.282419 -0.094083 
0.232465 0.282372 -0.095321 
0.234469 0.282325 -0.126144 
0.236473 0.282262 -0.134443 
0.238477 0.282194 -0.152538 
0.240481 0.282118 -0.158764 
0.242485 0.282039 -0.151271 
0.244489 0.281963 -0.150043 
0.246493 0.281888 -0.128881 
0.248497 0.281824 -0.126609 
0.250501 0.281760 -0.187713 
0.252505 0.281666 -0.198817 
0.254509 0.281567 -0.173909 
0.256513 0.281480 -0.150537 
0.258517 0.281405 -0.106279 
0.260521 0.281352 -0.123007 
0.262525 0.281290 -0.093179 
0.264529 0.281244 -0.089510 
0.266533 0.281199 -0.073850 
0.268537 0.281162 -0.066924 
0.270541 0.281128 -0.057421 
0.272545 0.281100 -0.052512 
0.274549 0.281074 -0.062514 
0.276553 0.281042 -0.115843 
0.278557 0.280984 -0.143682 
0.280561 0.280912 -0.178367 
0.282565 0.280823 -0.189174 
0.284569 0.280729 -0.244360 
0.286573 0.280607 -0.236616 
0.288577 0.280488 -0.214964 
0.290581 0.280381 -0.248391 
0.292585 0.280257 -0.251141 
0.294589 0.280131 -0.262602 
0.296593 0.280000 -0.273264 
0.298597 0.279863 -0.255404 
0.300601 0.279735 -0.260500 
0.302605 0.279605 -0.273358 
0.304609 0.279468 -0.298030 
0.306613 0.279319 -0.295720 
0.308617 0.279172 -0.289206 
0.310621 0.279027 -0.286870 
0.312625 0.278884 -0.279014 
0.314629 0.278744 -0.262685 
0.316633 0.278613 -0.239752 
0.318637 0.278493 -0.252994 
0.320641 0.278366 -0.251088 
0.322645 0.278241 -0.240929 
0.324649 0.278120 -0.239804 
0.326653 0.278000 -0.232197 
0.328657 0.277884 -0.255129 
0.330661 0.277757 -0.241230 
0.332665 0.277636 -0.252120 
0.334669 0.277510 -0.256189 
0.336673 0.277382 -0.212684 
0.338677 0.277276 -0.214600 
0.340681 0.277168 -0.207866 
0.342685 0.277064 -0.263249 
0.344689 0.276933 -0.243454 
0.346693 0.276811 -0.207647 
0.348697 0.276707 -0.233569 
0.350701 0.276590 -0.238634 
0.352705 0.276471 -0.255290 
0.354709 0.276343 -0.300211 
0.356713 0.276193 -0.330621 
0.358717 0.276028 -0.331631 
0.360721 0.275862 -0.331185 
0.362725 0.275697 -0.315756 
0.364729 0.275539 -0.323443 
0.366733 0.275377 -0.330919 
0.368737 0.275212 -0.296180 
0.370741 0.275063 -0.312530 
0.372745 0.274907 -0.330637 
0.374749 0.274742 -0.319356 
0.376754 0.274582 -0.306891 
0.378758 0.274429 -0.307681 
0.380762 0.274275 -0.307311 
0.382766 0.274121 -0.322582 
0.384770 0.273960 -0.295236 
0.386774 0.273812 -0.290634 
0.388778 0.273667 -0.273845 
0.390782 0.273530 -0.248811 
0.392786 0.273406 -0.232994 
0.394790 0.273289 -0.279407 
0.396794 0.273150 -0.255336 
0.398798 0.273022 -0.267434 
0.400802 0.272888 -0.265293 
0.402806 0.272755 -0.261534 
0.404810 0.272625 -0.299866 
0.406814 0.272475 -0.265939 
0.408818 0.272342 -0.259072 
0.410822 0.272212 -0.243491 
0.412826 0.272091 -0.246668 
0.414830 0.271967 -0.235056 
0.416834 0.271850 -0.235859 
0.418838 0.271732 -0.241981 
0.420842 0.271611 -0.218249 
0.422846 0.271502 -0.219780 
0.424850 0.271392 -0.244283 
0.426854 0.271270 -0.231634 
0.428858 0.271154 -0.248956 
0.430862 0.271029 -0.262756 
0.432866 0.270898 -0.275114 
0.434870 0.270760 -0.250209 
0.436874 0.270635 -0.247102 
0.438878 0.270512 -0.271977 
0.440882 0.270376 -0.279300 
0.442886 0.270236 -0.266065 
0.444890 0.270103 -0.270105 
0.446894 0.269968 -0.281024 
0.448898 0.269827 -0.328977 
0.450902 0.269663 -0.355734 
0.452906 0.269485 -0.356051 
0.454910 0.269307 -0.396514 
0.456914 0.269109 -0.407219 
0.458918 0.268905 -0.418706 
0.460922 0.268696 -0.434039 
0.462926 0.268479 -0.455088 
0.464930 0.268251 -0.436221 
0.466934 0.268033 -0.474064 
0.468938 0.267796 -0.457822 
0.470942 0.267567 -0.464464 
0.472946 0.267335 -0.470523 
0.474950 0.267100 -0.456400 
0.476954 0.266872 -0.445394 
0.478958 0.266649 -0.375568 
0.480962 0.266461 -0.406859 
0.482966 0.266258 -0.389229 
0.484970 0.266063 -0.364745 
0.486974 0.265881 -0.349466 
0.488978 0.265706 -0.344867 
0.490982 0.265533 -0.330954 
0.492986 0.265368 -0.393182 
0.494990 0.265171 -0.375499 
0.496994 0.264984 -0.367122 
0.498998 0.264800 -0.346162 
0.501002 0.264627 -0.353644 
0.503006 0.264450 -0.352236 
0.505010 0.264274 -0.354053 
0.507014 0.264097 -0.387005 
0.509018 0.263904 -0.350691 
0.511022 0.263728 -0.396546 
0.513026 0.263530 -0.395584 
0.515030 0.263332 -0.412341 
0.517034 0.263126 -0.395773 
0.519038 0.262928 -0.394119 
0.521042 0.262731 -0.442692 
0.523046 0.262510 -0.411901 
0.525050 0.262304 -0.428767 
0.527054 0.262089 -0.461048 
0.529058 0.261859 -0.478321 
0.531062 0.261620 -0.464803 
0.533066 0.261387 -0.472686 
0.535070 0.261151 -0.534970 
0.537074 0.260883 -0.502607 
0.539078 0.260632 -0.510130 
0.541082 0.260377 -0.487956 
0.543086 0.260133 -0.463702 
0.545090 0.259901 -0.453379 
0.547094 0.259675 -0.451219 
0.549098 0.259449 -0.419255 
0.551102 0.259239 -0.451349 
0.553106 0.259014 -0.466053 
0.555110 0.258781 -0.494813 
0.557114 0.258533 -0.505346 
0.559118 0.258281 -0.538538 
0.561122 0.258011 -0.508953 
0.563126 0.257757 -0.505121 
0.565130 0.257504 -0.493112 
0.567134 0.257258 -0.479656 
0.569138 0.257018 -0.441953 
0.571142 0.256797 -0.456677 
0.573146 0.256569 -0.487732 
0.575150 0.256325 -0.512692 
0.577154 0.256068 -0.500403 
0.579158 0.255818 -0.496526 
0.581162 0.255570 -0.490263 
0.583166 0.255325 -0.485257 
0.585170 0.255082 -0.491907 
0.587174 0.254836 -0.530369 
0.589178 0.254571 -0.525910 
0.591182 0.254308 -0.490022 
0.593186 0.254063 -0.516502 
0.595190 0.253805 -0.493889 
0.597194 0.253558 -0.463080 
0.599198 0.253326 -0.481878 
0.601202 0.253085 -0.482465 
0.603206 0.252844 -0.476595 
0.605210 0.252606 -0.452003 
0.607214 0.252380 -0.427507 
0.609218 0.252166 -0.424633 
0.611222 0.251954 -0.421591 
0.613226 0.251743 -0.433732 
0.615230 0.251526 -0.429486 
0.617234 0.251311 -0.469022 
0.619238 0.251077 -0.457253 
0.621242 0.250848 -0.405731 
0.623246 0.250645 -0.380556 
0.625251 0.250455 -0.413902 
0.627255 0.250248 -0.384848 
0.629259 0.250056 -0.422062 
0.631263 0.249845 -0.393705 
0.633267 0.249648 -0.392463 
0.635271 0.249452 -0.425819 
0.637275 0.249239 -0.450384 
0.639279 0.249013 -0.445907 
0.641283 0.248790 -0.424412 
0.643287 0.248578 -0.441689 
0.645291 0.248357 -0.466872 
0.647295 0.248124 -0.481772 
0.649299 0.247883 -0.465252 
0.651303 0.247650 -0.445246 
0.653307 0.247428 -0.443492 
0.655311 0.247206 -0.411046 
0.657315 0.247001 -0.413719 
0.659319 0.246794 -0.399720 
0.661323 0.246594 -0.420880 
0.663327 0.246383 -0.414589 
0.665331 0.246176 -0.409345 
0.667335 0.245971 -0.419556 
0.669339 0.245762 -0.427592 
0.671343 0.245548 -0.412800 
0.673347 0.245341 -0.392547 
0.675351 0.245145 -0.418716 
0.677355 0.244936 -0.430767 
0.679359 0.244720 -0.399982 
0.681363 0.244520 -0.386432 
0.683367 0.244327 -0.341073 
0.685371 0.244157 -0.348948 
0.687375 0.243982 -0.352894 
0.689379 0.243806 -0.357459 
0.691383 0.243627 -0.361011 
0.693387 0.243447 -0.335237 
0.695391 0.243279 -0.312070 
0.697395 0.243123 -0.220604 
0.699399 0.243013 -0.190516 
0.701403 0.242917 -0.237894 
0.703407 0.242798 -0.252746 
0.705411 0.242672 -0.246700 
0.707415 0.242549 -0.262531 
0.709419 0.242417 -0.269848 
0.711423 0.242283 -0.271869 
0.713427 0.242147 -0.281827 
0.715431 0.242006 -0.322333 
0.717435 0.241844 -0.321793 
0.719439 0.241684 -0.343778 
0.721443 0.241512 -0.337044 
0.723447 0.241343 -0.393164 
0.725451 0.241147 -0.389939 
0.727455 0.240952 -0.393822 
0.729459 0.240755 -0.385671 
0.731463 0.240562 -0.397575 
0.733467 0.240363 -0.421991 
0.735471 0.240152 -0.425631 
0.737475 0.239939 -0.420536 
0.739479 0.239729 -0.440496 
0.741483 0.239509 -0.464964 
0.743487 0.239276 -0.474824 
0.745491 0.239039 -0.512894 
0.747495 0.238782 -0.553776 
0.749499 0.238506 -0.595925 
0.751503 0.238208 -0.588736 
0.753507 0.237913 -0.584848 
0.755511 0.237621 -0.583503 
0.757515 0.237329 -0.511278 
0.759519 0.237073 -0.501181 
0.761523 0.236823 -0.486942 
0.763527 0.236579 -0.491177 
0.765531 0.236334 -0.527443 
0.767535 0.236070 -0.498143 
0.769539 0.235821 -0.472070 
0.771543 0.235585 -0.461940 
0.773547 0.235354 -0.507472 
0.775551 0.235100 -0.492090 
0.777555 0.234854 -0.484542 
0.779559 0.234612 -0.436823 
0.781563 0.234393 -0.435381 
0.783567 0.234176 -0.450824 
0.785571 0.233950 -0.471780 
0.787575 0.233714 -0.478550 
0.789579 0.233475 -0.488315 
0.791583 0.233231 -0.464189 
0.793587 0.232999 -0.413564 
0.795591 0.232792 -0.440959 
0.797595 0.232572 -0.445182 
0.799599 0.232349 -0.449914 
0.801603 0.232124 -0.489845 
0.803607 0.231879 -0.485893 
0.805611 0.231636 -0.497144 
0.807615 0.231388 -0.510781 
0.809619 0.231132 -0.484323 
0.811623 0.230890 -0.469546 
0.813627 0.230655 -0.485776 
0.815631 0.230413 -0.466344 
0.817635 0.230179 -0.474576 
0.819639 0.229942 -0.488389 
0.821643 0.229698 -0.488706 
0.823647 0.229454 -0.511372 
0.825651 0.229198 -0.520397 
0.827655 0.228938 -0.531917 
0.829659 0.228672 -0.538208 
0.831663 0.228403 -0.540874 
0.833667 0.228132 -0.496704 
0.835671 0.227884 -0.479414 
0.837675 0.227644 -0.490356 
0.839679 0.227399 -0.469275 
0.841683 0.227164 -0.450822 
0.843687 0.226939 -0.429458 
0.845691 0.226724 -0.428311 
0.847695 0.226510 -0.458303 
0.849699 0.226281 -0.444386 
0.851703 0.226059 -0.436195 
0.853707 0.225841 -0.458451 
0.855711 0.225611 -0.416544 
0.857715 0.225403 -0.424249 
0.859719 0.225191 -0.405540 
0.861723 0.224988 -0.428217 
0.863727 0.224774 -0.396706 
0.865731 0.224576 -0.402694 
0.867735 0.224374 -0.414519 
0.869739 0.224167 -0.395448 
0.871743 0.223969 -0.400639 
0.873747 0.223769 -0.362514 
0.875752 0.223588 -0.321427 
0.877756 0.223427 -0.318666 
0.879760 0.223268 -0.263158 
0.881764 0.223136 -0.276473 
0.883768 0.222998 -0.295142 
0.885772 0.222850 -0.323627 
0.887776 0.222688 -0.351324 
0.889780 0.222513 -0.341843 
0.891784 0.222342 -0.351009 
0.893788 0.222166 -0.333944 
0.895792 0.221999 -0.327053 
0.897796 0.221836 -0.341142 
0.899800 0.221665 -0.351039 
0.901804 0.221490 -0.370134 
0.903808 0.221305 -0.365383 
0.905812 0.221122 -0.370667 
0.907816 0.220937 -0.352110 
0.909820 0.220761 -0.419769 
0.911824 0.220551 -0.378804 
0.913828 0.220361 -0.403879 
0.915832 0.220159 -0.385296 
0.917836 0.219967 -0.426764 
0.919840 0.219753 -0.411936 
0.921844 0.219547 -0.438871 
0.923848 0.219328 -0.386468 
0.925852 0.219135 -0.385590 
0.927856 0.218942 -0.383295 
0.929860 0.218750 -0.401000 
0.931864 0.218550 -0.409477 
0.933868 0.218345 -0.408667 
0.935872 0.218141 -0.408066 
0.937876 0.217937 -0.411875 
0.939880 0.217731 -0.441624 
0.941884 0.217510 -0.467723 
0.943888 0.217276 -0.457990 
0.945892 0.217047 -0.448347 
0.947896 0.216823 -0.467131 
0.949900 0.216589 -0.428382 
0.951904 0.216375 -0.427766 
0.953908 0.216161 -0.394964 
0.955912 0.215964 -0.410474 
0.957916 0.215759 -0.374568 
0.959920 0.215571 -0.368730 
0.961924 0.215387 -0.354023 
0.963928 0.215210 -0.382472 
0.965932 0.215019 -0.380502 
0.967936 0.214828 -0.338374 
0.969940 0.214659 -0.337758 
0.971944 0.214490 -0.335847 
0.973948 0.214322 -0.314718 
0.975952 0.214165 -0.298875 
0.977956 0.214016 -0.300747 
0.979960 0.213865 -0.293970 
0.981964 0.213718 -0.277345 
0.983968 0.213580 -0.277122 
0.985972 0.213441 -0.299855 
0.987976 0.213291 -0.274292 
0.989980 0.213154 -0.269114 
0.991984 0.213019 -0.267478 
0.993988 0.212886 -0.241960 
0.995992 0.212765 -0.281805 
0.997996 0.212624 -0.254673 
1.000000 0.212496 -0.250763 
