Time p_x p_y 
0.496994 0.068273 0.232356 
0.498998 0.068389 0.240661 
0.501002 0.068509 0.246639 
0.503006 0.068633 0.236005 
0.505010 0.068751 0.246115 
0.507014 0.068874 0.266037 
0.509018 0.069007 0.296368 
0.511022 0.069155 0.309048 
0.513026 0.069309 0.274108 
0.515030 0.069446 0.315395 
0.517034 0.069604 0.302871 
0.519038 0.069756 0.318543 
0.521042 0.069915 0.254928 
0.523046 0.070042 0.309932 
0.525050 0.070197 0.283759 
0.527054 0.070339 0.267936 
0.529058 0.070473 0.260303 
0.531062 0.070603 0.267068 
0.533066 0.070737 0.243306 
0.535070 0.070858 0.265376 
0.537074 0.070991 0.219991 
0.539078 0.071101 0.219300 
0.541082 0.071211 0.221597 
0.543086 0.071322 0.214628 
0.545090 0.071429 0.173875 
0.547094 0.071516 0.181120 
0.549098 0.071606 0.159695 
0.551102 0.071686 0.174319 
0.553106 0.071773 0.168956 
0.555110 0.071858 0.187102 
0.557114 0.071951 0.203065 
0.559118 0.072053 0.208814 
0.561122 0.072157 0.214198 
0.563126 0.072264 0.208668 
0.565130 0.072369 0.224222 
0.567134 0.072481 0.204060 
0.569138 0.072583 0.200798 
0.571142 0.072683 0.198134 
0.573146 0.072782 0.188519 
0.575150 0.072877 0.179262 
0.577154 0.072966 0.166777 
0.579158 0.073050 0.178784 
0.581162 0.073139 0.211306 
0.583166 0.073245 0.236053 
0.585170 0.073363 0.206635 
0.587174 0.073466 0.209527 
0.589178 0.073571 0.218291 
0.591182 0.073680 0.198996 
0.593186 0.073780 0.195392 
0.595190 0.073877 0.210485 
0.597194 0.073982 0.188789 
0.599198 0.074077 0.188040 
0.601202 0.074171 0.208521 
0.603206 0.074275 0.206267 
0.605210 0.074378 0.229917 
0.607214 0.074493 0.240251 
0.609218 0.074613 0.225149 
0.611222 0.074726 0.258111 
0.613226 0.074855 0.262303 
0.615230 0.074986 0.231321 
0.617234 0.075102 0.213726 
0.619238 0.075209 0.190955 
0.621242 0.075304 0.139112 
0.623246 0.075374 0.136590 
0.625251 0.075442 0.141567 
0.627255 0.075513 0.152570 
0.629259 0.075589 0.163003 
0.631263 0.075671 0.173062 
0.633267 0.075757 0.155852 
0.635271 0.075835 0.131088 
0.637275 0.075901 0.138409 
0.639279 0.075970 0.123759 
0.641283 0.076032 0.126511 
0.643287 0.076095 0.113534 
0.645291 0.076152 0.108197 
0.647295 0.076206 0.131991 
0.649299 0.076272 0.118321 
0.651303 0.076331 0.061597 
0.653307 0.076362 0.052909 
0.655311 0.076388 0.056907 
0.657315 0.076417 0.081851 
0.659319 0.076458 0.074590 
0.661323 0.076495 0.074274 
0.663327 0.076532 0.085968 
0.665331 0.076575 0.099741 
0.667335 0.076625 0.124200 
0.669339 0.076687 0.104399 
0.671343 0.076739 0.116658 
0.673347 0.076797 0.103662 
0.675351 0.076849 0.105989 
0.677355 0.076902 0.135124 
0.679359 0.076970 0.123806 
0.681363 0.077032 0.158074 
0.683367 0.077111 0.157124 
0.685371 0.077189 0.144195 
0.687375 0.077261 0.159494 
0.689379 0.077341 0.137064 
0.691383 0.077410 0.126888 
0.693387 0.077473 0.119135 
0.695391 0.077533 0.099606 
0.697395 0.077583 0.113707 
0.699399 0.077639 0.135519 
0.701403 0.077707 0.120783 
0.703407 0.077768 0.138283 
0.705411 0.077837 0.115328 
0.707415 0.077894 0.127748 
0.709419 0.077958 0.108571 
0.711423 0.078013 0.089280 
0.713427 0.078057 0.112567 
0.715431 0.078113 0.103433 
0.717435 0.078165 0.077208 
0.719439 0.078204 0.078264 
0.721443 0.078243 0.055968 
0.723447 0.078271 0.014734 
0.725451 0.078278 0.007502 
0.727455 0.078282 -0.031423 
0.729459 0.078266 -0.034975 
0.731463 0.078249 -0.088534 
0.733467 0.078205 -0.105720 
0.735471 0.078152 -0.113604 
0.737475 0.078095 -0.121178 
0.739479 0.078034 -0.119341 
0.741483 0.077975 -0.146300 
0.743487 0.077901 -0.143145 
0.745491 0.077830 -0.139259 
0.747495 0.077760 -0.155111 
0.749499 0.077683 -0.075043 
0.751503 0.077645 -0.048517 
0.753507 0.077621 -0.027827 
0.755511 0.077607 -0.027514 
0.757515 0.077593 -0.069182 
0.759519 0.077559 -0.088375 
0.761523 0.077514 -0.101809 
0.763527 0.077464 -0.096155 
0.765531 0.077415 -0.114214 
0.767535 0.077358 -0.109277 
0.769539 0.077304 -0.091227 
0.771543 0.077258 -0.098403 
0.773547 0.077209 -0.126857 
0.775551 0.077145 -0.123485 
0.777555 0.077084 -0.115085 
0.779559 0.077026 -0.146838 
0.781563 0.076953 -0.119949 
0.783567 0.076893 -0.120856 
0.785571 0.076832 -0.136432 
0.787575 0.076764 -0.146694 
0.789579 0.076691 -0.126119 
0.791583 0.076628 -0.126099 
0.793587 0.076565 -0.128939 
0.795591 0.076500 -0.143838 
0.797595 0.076428 -0.137055 
0.799599 0.076360 -0.160156 
0.801603 0.076280 -0.155591 
0.803607 0.076202 -0.079358 
0.805611 0.076162 -0.080971 
0.807615 0.076122 -0.094882 
0.809619 0.076074 -0.076881 
0.811623 0.076036 -0.093123 
0.813627 0.075989 -0.107009 
0.815631 0.075936 -0.112516 
0.817635 0.075880 -0.115403 
0.819639 0.075822 -0.110485 
0.821643 0.075767 -0.099324 
0.823647 0.075717 -0.097031 
0.825651 0.075668 -0.117274 
0.827655 0.075610 -0.124741 
0.829659 0.075547 -0.131118 
0.831663 0.075482 -0.137837 
0.833667 0.075413 -0.106922 
0.835671 0.075359 -0.053646 
0.837675 0.075333 -0.067223 
0.839679 0.075299 -0.065583 
0.841683 0.075266 -0.055895 
0.843687 0.075238 -0.025949 
0.845691 0.075225 -0.021724 
0.847695 0.075214 -0.025010 
0.849699 0.075202 -0.015067 
0.851703 0.075194 -0.044852 
0.853707 0.075172 -0.039347 
0.855711 0.075152 -0.048674 
0.857715 0.075128 -0.086615 
0.859719 0.075085 -0.100348 
0.861723 0.075035 -0.106931 
0.863727 0.074981 -0.109176 
0.865731 0.074926 -0.123097 
0.867735 0.074865 -0.107980 
0.869739 0.074811 -0.104375 
0.871743 0.074759 -0.132715 
0.873747 0.074692 -0.163034 
0.875752 0.074611 -0.144334 
0.877756 0.074539 -0.130088 
0.879760 0.074474 -0.147917 
0.881764 0.074400 -0.170220 
0.883768 0.074315 -0.175916 
0.885772 0.074227 -0.178718 
0.887776 0.074137 -0.177270 
0.889780 0.074049 -0.143694 
0.891784 0.073977 -0.111705 
0.893788 0.073921 -0.127986 
0.895792 0.073857 -0.110734 
0.897796 0.073802 -0.090506 
0.899800 0.073756 -0.070974 
0.901804 0.073721 -0.056858 
0.903808 0.073692 -0.046674 
0.905812 0.073669 -0.054291 
0.907816 0.073642 -0.068793 
0.909820 0.073608 -0.062495 
0.911824 0.073576 -0.048259 
0.913828 0.073552 -0.033475 
0.915832 0.073535 -0.066809 
0.917836 0.073502 -0.076823 
0.919840 0.073464 -0.066398 
0.921844 0.073430 -0.066482 
0.923848 0.073397 -0.074577 
0.925852 0.073360 -0.079754 
0.927856 0.073320 -0.099665 
0.929860 0.073270 -0.075693 
0.931864 0.073232 -0.081256 
0.933868 0.073192 -0.105683 
0.935872 0.073139 -0.102200 
0.937876 0.073088 -0.123908 
0.939880 0.073026 -0.119142 
0.941884 0.072966 -0.123606 
0.943888 0.072904 -0.103965 
0.945892 0.072852 -0.134631 
0.947896 0.072785 -0.137229 
0.949900 0.072716 -0.131787 
0.951904 0.072651 -0.149288 
0.953908 0.072576 -0.149394 
0.955912 0.072501 -0.137146 
0.957916 0.072433 -0.162821 
0.959920 0.072351 -0.151335 
0.961924 0.072276 -0.120927 
0.963928 0.072215 -0.120097 
0.965932 0.072155 -0.160430 
0.967936 0.072075 -0.168779 
0.969940 0.071990 -0.131331 
0.971944 0.071925 -0.147999 
0.973948 0.071851 -0.124992 
0.975952 0.071788 -0.132922 
0.977956 0.071722 -0.150849 
0.979960 0.071646 -0.149593 
0.981964 0.071572 -0.156965 
0.983968 0.071493 -0.139172 
0.985972 0.071424 -0.146440 
0.987976 0.071350 -0.178263 
0.989980 0.071261 -0.187589 
0.991984 0.071167 -0.214225 
0.993988 0.071060 -0.179277 
0.995992 0.070971 -0.163980 
0.997996 0.070889 -0.151500 
1.000000 0.070813 -0.127801 
