Time u
0.188377 -0.547421
0.190381 -0.520237
0.192385 -0.570051
0.194389 -0.582437
0.196393 -0.588119
0.198397 -0.574500
0.200401 -0.570719
0.202405 -0.517842
0.204409 -0.497531
0.206413 -0.526290
0.208417 -0.491027
0.210421 -0.467697
0.212425 -0.479970
0.214429 -0.486833
0.216433 -0.506324
0.218437 -0.529626
0.220441 -0.518636
0.222445 -0.580522
0.224449 -0.574537
0.226453 -0.595908
0.228457 -0.589915
0.230461 -0.594395
0.232465 -0.553635
0.234469 -0.561143
0.236473 -0.551098
0.238477 -0.510361
0.240481 -0.515473
0.242485 -0.453546
0.244489 -0.461538
0.246493 -0.485616
0.248497 -0.467823
0.250501 -0.476702
0.252505 -0.482683
0.254509 -0.463850
0.256513 -0.464006
0.258517 -0.432491
0.260521 -0.447636
0.262525 -0.469755
0.264529 -0.466965
0.266533 -0.451969
0.268537 -0.498271
0.270541 -0.454221
0.272545 -0.486772
0.274549 -0.505854
0.276553 -0.530405
0.278557 -0.559026
0.280561 -0.497133
0.282565 -0.505869
0.284569 -0.504405
0.286573 -0.502918
0.288577 -0.483769
0.290581 -0.444123
0.292585 -0.419873
0.294589 -0.426352
0.296593 -0.425654
0.298597 -0.436879
0.300601 -0.452284
0.302605 -0.425278
0.304609 -0.422853
0.306613 -0.431904
0.308617 -0.411619
0.310621 -0.441462
0.312625 -0.458311
0.314629 -0.447807
0.316633 -0.447501
0.318637 -0.458463
0.320641 -0.442194
0.322645 -0.400069
0.324649 -0.407011
0.326653 -0.406357
0.328657 -0.379089
0.330661 -0.405256
0.332665 -0.413857
0.334669 -0.410603
0.336673 -0.419946
0.338677 -0.419662
0.340681 -0.405139
0.342685 -0.368781
0.344689 -0.358271
0.346693 -0.363134
0.348697 -0.341851
0.350701 -0.320164
0.352705 -0.344531
0.354709 -0.355689
0.356713 -0.367456
0.358717 -0.324604
0.360721 -0.312367
0.362725 -0.333302
0.364729 -0.337686
0.366733 -0.297914
0.368737 -0.312488
0.370741 -0.312285
0.372745 -0.329528
0.374749 -0.296103
0.376754 -0.310549
0.378758 -0.301093
0.380762 -0.307099
0.382766 -0.270219
0.384770 -0.277814
0.386774 -0.234816
0.388778 -0.238858
0.390782 -0.237488
0.392786 -0.237101
0.394790 -0.250118
0.396794 -0.241829
0.398798 -0.233501
0.400802 -0.235237
0.402806 -0.256546
0.404810 -0.247296
0.406814 -0.234207
0.408818 -0.209560
0.410822 -0.233588
0.412826 -0.243360
0.414830 -0.248307
0.416834 -0.269026
0.418838 -0.270711
0.420842 -0.258386
0.422846 -0.250972
0.424850 -0.259317
0.426854 -0.286913
0.428858 -0.295411
0.430862 -0.289484
0.432866 -0.287342
0.434870 -0.291438
0.436874 -0.285173
0.438878 -0.261038
0.440882 -0.248629
0.442886 -0.236976
0.444890 -0.220233
0.446894 -0.211347
0.448898 -0.210575
0.450902 -0.195825
0.452906 -0.190346
0.454910 -0.200605
0.456914 -0.205742
0.458918 -0.210053
0.460922 -0.206417
0.462926 -0.211299
0.464930 -0.200595
0.466934 -0.197434
0.468938 -0.167189
0.470942 -0.169850
0.472946 -0.143691
0.474950 -0.133321
0.476954 -0.148187
0.478958 -0.167136
0.480962 -0.184442
0.482966 -0.170026
0.484970 -0.159677
0.486974 -0.156755
0.488978 -0.155935
0.490982 -0.153518
0.492986 -0.160993
0.494990 -0.159750
0.496994 -0.169870
0.498998 -0.172518
0.501002 -0.173962
0.503006 -0.167355
0.505010 -0.170736
0.507014 -0.178662
0.509018 -0.191279
0.511022 -0.195458
0.513026 -0.177702
0.515030 -0.194843
0.517034 -0.187454
0.519038 -0.192713
0.521042 -0.162946
0.523046 -0.185400
0.525050 -0.172388
0.527054 -0.164019
0.529058 -0.159245
0.531062 -0.160553
0.533066 -0.149191
0.535070 -0.156770
0.537074 -0.136883
0.539078 -0.135262
0.541082 -0.134831
0.543086 -0.130756
0.545090 -0.113664
0.547094 -0.115284
0.549098 -0.105995
0.551102 -0.110374
0.553106 -0.107240
0.555110 -0.112751
0.557114 -0.117328
0.559118 -0.118127
0.561122 -0.118753
0.563126 -0.115529
0.565130 -0.119625
0.567134 -0.111424
0.569138 -0.109077
0.571142 -0.106958
0.573146 -0.102576
0.575150 -0.098387
0.577154 -0.093237
0.579158 -0.095943
0.581162 -0.104978
0.583166 -0.111366
0.585170 -0.101050
0.587174 -0.100687
0.589178 -0.102051
0.591182 -0.095119
0.593186 -0.092877
0.595190 -0.096008
0.597194 -0.088656
0.599198 -0.087293
0.601202 -0.091767
0.603206 -0.089939
0.605210 -0.095051
0.607214 -0.096490
0.609218 -0.091249
0.611222 -0.098433
0.613226 -0.098123
0.615230 -0.089026
0.617234 -0.083433
0.619238 -0.076713
0.621242 -0.063216
0.623246 -0.061665
0.625251 -0.061869
0.627255 -0.063417
0.629259 -0.064767
0.631263 -0.065967
0.633267 -0.061160
0.635271 -0.054845
0.637275 -0.055474
0.639279 -0.051487
0.641283 -0.051160
0.643287 -0.047647
0.645291 -0.045732
0.647295 -0.049538
0.649299 -0.046006
0.651303 -0.034429
0.653307 -0.032122
0.655311 -0.032185
0.657315 -0.035986
0.659319 -0.033955
0.661323 -0.033173
0.663327 -0.034442
0.665331 -0.035993
0.667335 -0.039225
0.669339 -0.035163
0.671343 -0.036306
0.673347 -0.033445
0.675351 -0.033003
0.677355 -0.036579
0.679359 -0.034032
0.681363 -0.038145
0.683367 -0.037076
0.685371 -0.034347
0.687375 -0.035544
0.689379 -0.031613
0.691383 -0.029410
0.693387 -0.027573
0.695391 -0.024295
0.697395 -0.025269
0.699399 -0.027107
0.701403 -0.024512
0.703407 -0.025728
0.705411 -0.022273
0.707415 -0.022857
0.709419 -0.019954
0.711423 -0.017131
0.713427 -0.018822
0.715431 -0.017117
0.717435 -0.013760
0.719439 -0.013168
0.721443 -0.010363
0.723447 -0.005908
0.725451 -0.004703
0.727455 -0.000740
0.729459 0.000018
0.731463 0.004950
0.733467 0.006688
0.735471 0.007615
0.737475 0.008489
0.739479 0.008623
0.741483 0.010883
0.743487 0.010885
0.745491 0.010851
0.747495 0.012169
0.749499 0.007123
0.751503 0.005801
0.753507 0.004940
0.755511 0.005383
0.757515 0.008280
0.759519 0.009756
0.761523 0.010849
0.763527 0.010881
0.765531 0.012156
0.767535 0.012225
0.769539 0.011680
0.771543 0.012371
0.773547 0.014000
0.775551 0.014156
0.777555 0.014114
0.779559 0.015724
0.781563 0.014955
0.783567 0.015311
0.785571 0.016195
0.787575 0.016853
0.789579 0.016457
0.791583 0.016777
0.793587 0.017188
0.795591 0.017946
0.797595 0.018059
0.799599 0.018994
0.801603 0.019164
0.803607 0.017598
0.805611 0.018031
0.807615 0.018734
0.809619 0.018735
0.811623 0.019460
0.813627 0.020106
0.815631 0.020573
0.817635 0.020987
0.819639 0.021273
0.821643 0.021478
0.823647 0.021831
0.825651 0.022483
0.827655 0.022943
0.829659 0.023379
0.831663 0.023810
0.833667 0.023867
0.835671 0.023781
0.837675 0.024329
0.839679 0.024743
0.841683 0.025106
0.843687 0.025363
0.845691 0.025803
0.847695 0.026285
0.849699 0.026708
0.851703 0.027286
0.853707 0.027720
0.855711 0.028198
0.857715 0.028723
0.859719 0.029168
0.861723 0.029592
0.863727 0.030008
0.865731 0.030427
0.867735 0.030837
0.869739 0.031257
0.871743 0.031660
0.873747 0.032039
0.875752 0.032461
0.877756 0.032891
0.879760 0.033279
0.881764 0.033649
0.883768 0.034044
0.885772 0.034446
0.887776 0.034859
0.889780 0.035352
0.891784 0.035857
0.893788 0.036255
0.895792 0.036734
0.897796 0.037226
0.899800 0.037722
0.901804 0.038209
0.903808 0.038690
0.905812 0.039133
0.907816 0.039563
0.909820 0.040033
0.911824 0.040517
0.913828 0.041000
0.915832 0.041424
0.917836 0.041878
0.919840 0.042349
0.921844 0.042815
0.923848 0.043282
0.925852 0.043752
0.927856 0.044239
0.929860 0.044683
0.931864 0.045164
0.933868 0.045692
0.935872 0.046163
0.937876 0.046713
0.939880 0.047184
0.941884 0.047692
0.943888 0.048088
0.945892 0.048747
0.947896 0.049264
0.949900 0.049730
0.951904 0.050367
0.953908 0.050882
0.955912 0.051287
0.957916 0.052053
0.959920 0.052459
0.961924 0.052637
0.963928 0.053140
0.965932 0.054187
0.967936 0.054843
0.969940 0.054829
0.971944 0.055623
0.973948 0.055774
0.975952 0.056445
0.977956 0.057322
0.979960 0.057848
0.981964 0.058557
0.983968 0.058723
0.985972 0.059444
0.987976 0.060782
0.989980 0.061608
0.991984 0.062922
0.993988 0.062564
0.995992 0.062713
0.997996 0.062920
1.000000 0.062744
