Time u
0.398798 -0.131732
0.400802 -0.140352
0.402806 -0.131670
0.404810 -0.134289
0.406814 -0.142047
0.408818 -0.160373
0.410822 -0.118725
0.412826 -0.104747
0.414830 -0.126044
0.416834 -0.135604
0.418838 -0.138316
0.420842 -0.145642
0.422846 -0.162884
0.424850 -0.147762
0.426854 -0.153143
0.428858 -0.124398
0.430862 -0.125727
0.432866 -0.126498
0.434870 -0.144124
0.436874 -0.132764
0.438878 -0.139837
0.440882 -0.152598
0.442886 -0.141789
0.444890 -0.145323
0.446894 -0.145152
0.448898 -0.141916
0.450902 -0.134303
0.452906 -0.124585
0.454910 -0.108246
0.456914 -0.101501
0.458918 -0.088716
0.460922 -0.087651
0.462926 -0.107415
0.464930 -0.102989
0.466934 -0.114728
0.468938 -0.120165
0.470942 -0.136261
0.472946 -0.135276
0.474950 -0.133149
0.476954 -0.130409
0.478958 -0.114855
0.480962 -0.138352
0.482966 -0.120493
0.484970 -0.118205
0.486974 -0.113122
0.488978 -0.113177
0.490982 -0.096058
0.492986 -0.104188
0.494990 -0.102960
0.496994 -0.099679
0.498998 -0.114561
0.501002 -0.121027
0.503006 -0.138594
0.505010 -0.151500
0.507014 -0.144481
0.509018 -0.140616
0.511022 -0.152359
0.513026 -0.146794
0.515030 -0.144779
0.517034 -0.139023
0.519038 -0.141967
0.521042 -0.151301
0.523046 -0.144019
0.525050 -0.137886
0.527054 -0.145734
0.529058 -0.160536
0.531062 -0.167928
0.533066 -0.153649
0.535070 -0.151558
0.537074 -0.152943
0.539078 -0.152104
0.541082 -0.145925
0.543086 -0.129108
0.545090 -0.138263
0.547094 -0.145947
0.549098 -0.150569
0.551102 -0.145842
0.553106 -0.133434
0.555110 -0.136792
0.557114 -0.128360
0.559118 -0.125050
0.561122 -0.133549
0.563126 -0.139572
0.565130 -0.135466
0.567134 -0.136718
0.569138 -0.130155
0.571142 -0.122804
0.573146 -0.119899
0.575150 -0.109121
0.577154 -0.121341
0.579158 -0.123426
0.581162 -0.116566
0.583166 -0.115054
0.585170 -0.120140
0.587174 -0.117427
0.589178 -0.114370
0.591182 -0.117962
0.593186 -0.125950
0.595190 -0.129810
0.597194 -0.128905
0.599198 -0.130435
0.601202 -0.128766
0.603206 -0.124238
0.605210 -0.118529
0.607214 -0.112179
0.609218 -0.105595
0.611222 -0.104061
0.613226 -0.093490
0.615230 -0.091301
0.617234 -0.081526
0.619238 -0.078721
0.621242 -0.072478
0.623246 -0.071978
0.625251 -0.075738
0.627255 -0.065816
0.629259 -0.060824
0.631263 -0.055938
0.633267 -0.052567
0.635271 -0.050541
0.637275 -0.045067
0.639279 -0.042854
0.641283 -0.046397
0.643287 -0.045970
0.645291 -0.042667
0.647295 -0.042943
0.649299 -0.044197
0.651303 -0.035575
0.653307 -0.033846
0.655311 -0.040966
0.657315 -0.040069
0.659319 -0.039625
0.661323 -0.044594
0.663327 -0.038749
0.665331 -0.040771
0.667335 -0.038410
0.669339 -0.038094
0.671343 -0.039005
0.673347 -0.037013
0.675351 -0.033579
0.677355 -0.034518
0.679359 -0.032853
0.681363 -0.031952
0.683367 -0.032585
0.685371 -0.034095
0.687375 -0.031987
0.689379 -0.027737
0.691383 -0.027707
0.693387 -0.030170
0.695391 -0.027042
0.697395 -0.027074
0.699399 -0.029524
0.701403 -0.027879
0.703407 -0.027287
0.705411 -0.025542
0.707415 -0.021788
0.709419 -0.018434
0.711423 -0.014144
0.713427 -0.012450
0.715431 -0.015246
0.717435 -0.014376
0.719439 -0.016503
0.721443 -0.013122
0.723447 -0.010653
0.725451 -0.012740
0.727455 -0.008570
0.729459 -0.004638
0.731463 -0.007009
0.733467 -0.007346
0.735471 -0.006259
0.737475 -0.004854
0.739479 -0.005221
0.741483 -0.004724
0.743487 -0.004334
0.745491 -0.004945
0.747495 -0.005207
0.749499 -0.003824
0.751503 -0.000155
0.753507 -0.000375
0.755511 0.002708
0.757515 0.007656
0.759519 0.008760
0.761523 0.010177
0.763527 0.012480
0.765531 0.013885
0.767535 0.013922
0.769539 0.015181
0.771543 0.017121
0.773547 0.018643
0.775551 0.021884
0.777555 0.024846
0.779559 0.027324
0.781563 0.029794
0.783567 0.029375
0.785571 0.030420
0.787575 0.031177
0.789579 0.032946
0.791583 0.035011
0.793587 0.035982
0.795591 0.037252
0.797595 0.039069
0.799599 0.041679
0.801603 0.041962
0.803607 0.042398
0.805611 0.044548
0.807615 0.045491
0.809619 0.047222
0.811623 0.049078
0.813627 0.051077
0.815631 0.052791
0.817635 0.054246
0.819639 0.056273
0.821643 0.057716
0.823647 0.059678
0.825651 0.061173
0.827655 0.062873
0.829659 0.063974
0.831663 0.065583
0.833667 0.067060
0.835671 0.068399
0.837675 0.069867
0.839679 0.071389
0.841683 0.073067
0.843687 0.074500
0.845691 0.075736
0.847695 0.077086
0.849699 0.078594
0.851703 0.079899
0.853707 0.081305
0.855711 0.082658
0.857715 0.084057
0.859719 0.085546
0.861723 0.086946
0.863727 0.088281
0.865731 0.089664
0.867735 0.091043
0.869739 0.092418
0.871743 0.093803
0.873747 0.095170
0.875752 0.096555
0.877756 0.097892
0.879760 0.099233
0.881764 0.100569
0.883768 0.101935
0.885772 0.103391
0.887776 0.104799
0.889780 0.106133
0.891784 0.107418
0.893788 0.108741
0.895792 0.110189
0.897796 0.111592
0.899800 0.112910
0.901804 0.114355
0.903808 0.115693
0.905812 0.117070
0.907816 0.118419
0.909820 0.119798
0.911824 0.121154
0.913828 0.122513
0.915832 0.123877
0.917836 0.125304
0.919840 0.126665
0.921844 0.128063
0.923848 0.129456
0.925852 0.130846
0.927856 0.132224
0.929860 0.133661
0.931864 0.135036
0.933868 0.136450
0.935872 0.137917
0.937876 0.139332
0.939880 0.140755
0.941884 0.142144
0.943888 0.143519
0.945892 0.144976
0.947896 0.146296
0.949900 0.147670
0.951904 0.148875
0.953908 0.150023
0.955912 0.151523
0.957916 0.152990
0.959920 0.154147
0.961924 0.155029
0.963928 0.156051
0.965932 0.157416
0.967936 0.158713
0.969940 0.159535
0.971944 0.161275
0.973948 0.162721
0.975952 0.164395
0.977956 0.165170
0.979960 0.167076
0.981964 0.168686
0.983968 0.170029
0.985972 0.171229
0.987976 0.172813
0.989980 0.174769
0.991984 0.176359
0.993988 0.177962
0.995992 0.180144
0.997996 0.182489
1.000000 0.183801
