Time u_x u_y u_z
0.122244 0.091625 0.133718 0.545553
0.124248 0.058312 0.129571 0.542099
0.126253 0.025359 0.109635 0.507720
0.128257 0.017317 0.147694 0.528853
0.130261 -0.010211 0.123651 0.551047
0.132265 0.000333 0.125043 0.531830
0.134269 -0.016348 0.220669 0.514965
0.136273 -0.018384 0.207046 0.499210
0.138277 0.005484 0.170492 0.528322
0.140281 0.006710 0.145919 0.527643
0.142285 0.010706 0.195546 0.494500
0.144289 -0.055278 0.263378 0.525294
0.146293 -0.048274 0.268335 0.537228
0.148297 -0.060484 0.308357 0.522523
0.150301 -0.027403 0.294762 0.539247
0.152305 0.020631 0.362894 0.536886
0.154309 -0.011019 0.378109 0.503934
0.156313 -0.019291 0.424834 0.477222
0.158317 -0.019924 0.386734 0.478118
0.160321 -0.056111 0.373056 0.456616
0.162325 -0.047568 0.356738 0.485196
0.164329 -0.040271 0.350389 0.519168
0.166333 -0.062028 0.337138 0.480949
0.168337 -0.050043 0.332909 0.491727
0.170341 -0.099596 0.343499 0.498941
0.172345 -0.043454 0.359993 0.515947
0.174349 -0.072090 0.370496 0.512507
0.176353 -0.089526 0.342207 0.507533
0.178357 -0.087594 0.322925 0.507943
0.180361 -0.051240 0.324655 0.516666
0.182365 -0.028791 0.306675 0.528031
0.184369 -0.023910 0.295290 0.527912
0.186373 -0.059736 0.285724 0.525469
0.188377 -0.081559 0.302709 0.552412
0.190381 -0.049577 0.273204 0.530064
0.192385 -0.049959 0.287917 0.544749
0.194389 -0.082858 0.302820 0.546898
0.196393 -0.106256 0.332430 0.547552
0.198397 -0.090547 0.330069 0.560227
0.200401 -0.086090 0.384192 0.554509
0.202405 -0.065693 0.389359 0.525061
0.204409 -0.071351 0.408920 0.548708
0.206413 -0.089341 0.402576 0.554940
0.208417 -0.084461 0.428133 0.584803
0.210421 -0.085684 0.429002 0.566721
0.212425 -0.087072 0.473388 0.539373
0.214429 -0.102527 0.447147 0.534667
0.216433 -0.147277 0.418272 0.548524
0.218437 -0.120961 0.437433 0.505037
0.220441 -0.058550 0.404488 0.514812
0.222445 -0.065699 0.423176 0.518090
0.224449 -0.052059 0.489122 0.493116
0.226453 -0.121398 0.519729 0.548739
0.228457 -0.107259 0.499774 0.548200
0.230461 -0.133160 0.498973 0.537620
0.232465 -0.086147 0.534517 0.518074
0.234469 -0.107447 0.510051 0.550775
0.236473 -0.086951 0.508366 0.548352
0.238477 -0.094831 0.550660 0.533277
0.240481 -0.092284 0.527498 0.515792
0.242485 -0.062501 0.520646 0.504781
0.244489 -0.079208 0.518922 0.499608
0.246493 -0.096509 0.504154 0.499138
0.248497 -0.091269 0.555057 0.503127
0.250501 -0.134201 0.561433 0.517554
0.252505 -0.131884 0.554846 0.482367
0.254509 -0.149840 0.600411 0.480036
0.256513 -0.170171 0.636751 0.476995
0.258517 -0.198148 0.622386 0.510410
0.260521 -0.246782 0.649591 0.505744
0.262525 -0.249885 0.637866 0.492629
0.264529 -0.263782 0.601802 0.494967
0.266533 -0.261231 0.603512 0.507339
0.268537 -0.265902 0.622207 0.457644
0.270541 -0.254963 0.624309 0.438378
0.272545 -0.229934 0.619141 0.445352
0.274549 -0.240356 0.593126 0.463094
0.276553 -0.245811 0.591577 0.474200
0.278557 -0.210719 0.573627 0.447418
0.280561 -0.224923 0.548166 0.450137
0.282565 -0.255739 0.564503 0.458345
0.284569 -0.269233 0.553845 0.470772
0.286573 -0.312244 0.552422 0.468088
0.288577 -0.294776 0.540868 0.473709
0.290581 -0.293886 0.497607 0.458083
0.292585 -0.301732 0.491814 0.468722
0.294589 -0.338118 0.469403 0.479986
0.296593 -0.362792 0.496166 0.500405
0.298597 -0.366241 0.522935 0.500734
0.300601 -0.340978 0.528070 0.495082
0.302605 -0.339065 0.519866 0.511516
0.304609 -0.339650 0.533404 0.524609
0.306613 -0.323692 0.510533 0.519557
0.308617 -0.321381 0.537755 0.469726
0.310621 -0.282467 0.505080 0.432511
0.312625 -0.282316 0.492012 0.456015
0.314629 -0.260154 0.475067 0.464663
0.316633 -0.216534 0.429149 0.445689
0.318637 -0.175557 0.452386 0.409291
0.320641 -0.186581 0.429602 0.427907
0.322645 -0.205813 0.378369 0.479386
0.324649 -0.231396 0.369184 0.506172
0.326653 -0.262601 0.360955 0.518702
0.328657 -0.268461 0.366275 0.486175
0.330661 -0.287074 0.378357 0.458448
0.332665 -0.318624 0.337569 0.512073
0.334669 -0.290982 0.322782 0.546016
0.336673 -0.278606 0.320920 0.537413
0.338677 -0.267601 0.302412 0.544089
0.340681 -0.273727 0.284223 0.550312
0.342685 -0.255531 0.305755 0.540350
0.344689 -0.222309 0.290153 0.514125
0.346693 -0.235723 0.280424 0.524744
0.348697 -0.232803 0.287333 0.515003
0.350701 -0.222231 0.277281 0.502229
0.352705 -0.225244 0.298569 0.479318
0.354709 -0.218243 0.299969 0.480209
0.356713 -0.188405 0.296891 0.472629
0.358717 -0.191181 0.280678 0.504679
0.360721 -0.221470 0.265696 0.502717
0.362725 -0.233960 0.275635 0.508047
0.364729 -0.257647 0.287571 0.498227
0.366733 -0.243926 0.254568 0.499128
0.368737 -0.222665 0.252807 0.456240
0.370741 -0.220651 0.250640 0.470510
0.372745 -0.229757 0.216129 0.484993
0.374749 -0.212018 0.202287 0.480604
0.376754 -0.209137 0.190756 0.489117
0.378758 -0.227689 0.200620 0.490967
0.380762 -0.248658 0.207803 0.499149
0.382766 -0.266549 0.194549 0.527244
0.384770 -0.266438 0.179314 0.561723
0.386774 -0.269146 0.166769 0.567042
0.388778 -0.246336 0.157533 0.573736
0.390782 -0.246211 0.185647 0.540326
0.392786 -0.259294 0.190547 0.539541
0.394790 -0.298212 0.186717 0.553345
0.396794 -0.305729 0.193216 0.546142
0.398798 -0.322019 0.196540 0.555143
0.400802 -0.319049 0.194683 0.546161
0.402806 -0.297031 0.194155 0.539914
0.404810 -0.329350 0.225634 0.566080
0.406814 -0.334887 0.235673 0.563106
0.408818 -0.337230 0.239462 0.555058
0.410822 -0.363077 0.230439 0.564410
0.412826 -0.364121 0.221531 0.559190
0.414830 -0.384407 0.261487 0.537390
0.416834 -0.390796 0.250739 0.537630
0.418838 -0.383607 0.239854 0.531470
0.420842 -0.388649 0.242724 0.521371
0.422846 -0.415384 0.267474 0.534356
0.424850 -0.408211 0.262393 0.528412
0.426854 -0.384816 0.236196 0.520600
0.428858 -0.398611 0.242504 0.512160
0.430862 -0.403989 0.249450 0.504417
0.432866 -0.420224 0.235227 0.524726
0.434870 -0.436263 0.253427 0.529775
0.436874 -0.420782 0.212018 0.545751
0.438878 -0.411186 0.203116 0.542377
0.440882 -0.448719 0.233761 0.546274
0.442886 -0.442761 0.217629 0.552124
0.444890 -0.455883 0.225299 0.558197
0.446894 -0.479141 0.256883 0.533611
0.448898 -0.486273 0.227824 0.556401
0.450902 -0.466900 0.214448 0.539026
0.452906 -0.484476 0.202479 0.551904
0.454910 -0.502873 0.194386 0.575119
0.456914 -0.509959 0.183711 0.585991
0.458918 -0.489597 0.171302 0.578874
0.460922 -0.480421 0.161434 0.581542
0.462926 -0.473993 0.153473 0.588458
0.464930 -0.462078 0.125363 0.606964
0.466934 -0.419796 0.095801 0.588566
0.468938 -0.392322 0.088926 0.562980
0.470942 -0.396762 0.088461 0.564766
0.472946 -0.417754 0.101154 0.572344
0.474950 -0.406438 0.098678 0.556490
0.476954 -0.438074 0.107493 0.571018
0.478958 -0.464861 0.113837 0.591906
0.480962 -0.446077 0.089200 0.595201
0.482966 -0.455520 0.083475 0.608335
0.484970 -0.418672 0.055067 0.594634
0.486974 -0.430879 0.055245 0.601872
0.488978 -0.445657 0.048682 0.626101
0.490982 -0.453418 0.042673 0.640720
0.492986 -0.433886 0.040413 0.616309
0.494990 -0.440227 0.040703 0.619387
0.496994 -0.420391 0.020975 0.616027
0.498998 -0.399392 0.002496 0.610986
0.501002 -0.397363 -0.017302 0.630099
0.503006 -0.393352 -0.022817 0.628654
0.505010 -0.388210 -0.024202 0.621045
0.507014 -0.388113 -0.036063 0.632827
0.509018 -0.380826 -0.041141 0.626637
0.511022 -0.366300 -0.066897 0.640774
0.513026 -0.360998 -0.054131 0.614620
0.515030 -0.326612 -0.079106 0.602470
0.517034 -0.339920 -0.092404 0.633856
0.519038 -0.335253 -0.114453 0.655632
0.521042 -0.354260 -0.108563 0.666429
0.523046 -0.317261 -0.130550 0.644714
0.525050 -0.329370 -0.112728 0.632015
0.527054 -0.323316 -0.124078 0.642006
0.529058 -0.323825 -0.131832 0.652786
0.531062 -0.322767 -0.139181 0.654885
0.533066 -0.311804 -0.142762 0.639582
0.535070 -0.326549 -0.131473 0.634260
0.537074 -0.319654 -0.125313 0.614210
0.539078 -0.324979 -0.113035 0.611962
0.541082 -0.333360 -0.105283 0.612445
0.543086 -0.321458 -0.120815 0.622333
0.545090 -0.308321 -0.136374 0.629666
0.547094 -0.300177 -0.157941 0.644427
0.549098 -0.298092 -0.148780 0.633868
0.551102 -0.318534 -0.127263 0.627653
0.553106 -0.316389 -0.126728 0.627697
0.555110 -0.321423 -0.129916 0.636051
0.557114 -0.333028 -0.131130 0.647589
0.559118 -0.335925 -0.122316 0.635622
0.561122 -0.334008 -0.135126 0.656513
0.563126 -0.315991 -0.138137 0.637576
0.565130 -0.313483 -0.149593 0.641642
0.567134 -0.320540 -0.153568 0.649713
0.569138 -0.311752 -0.148345 0.628370
0.571142 -0.331656 -0.152845 0.653972
0.573146 -0.332712 -0.158412 0.661553
0.575150 -0.337771 -0.164172 0.677704
0.577154 -0.356195 -0.162537 0.696955
0.579158 -0.367265 -0.156475 0.694205
0.581162 -0.358720 -0.173883 0.703995
0.583166 -0.364893 -0.169143 0.699614
0.585170 -0.371637 -0.151619 0.685736
0.587174 -0.356455 -0.160991 0.677469
0.589178 -0.369278 -0.143913 0.657200
0.591182 -0.362545 -0.144887 0.650819
0.593186 -0.378950 -0.113523 0.621119
0.595190 -0.357515 -0.127877 0.626601
0.597194 -0.359612 -0.127514 0.604528
0.599198 -0.351854 -0.133398 0.624919
0.601202 -0.366480 -0.128374 0.626937
0.603206 -0.363706 -0.117728 0.612812
0.605210 -0.354283 -0.103571 0.588427
0.607214 -0.346239 -0.113708 0.607298
0.609218 -0.344488 -0.106460 0.597851
0.611222 -0.336643 -0.103855 0.583259
0.613226 -0.351633 -0.099191 0.586960
0.615230 -0.350389 -0.091975 0.575480
0.617234 -0.345980 -0.101574 0.576222
0.619238 -0.354925 -0.078679 0.549718
0.621242 -0.346758 -0.085114 0.535833
0.623246 -0.336136 -0.096680 0.521142
0.625251 -0.338076 -0.085573 0.511988
0.627255 -0.330717 -0.082726 0.500851
0.629259 -0.344763 -0.086698 0.505813
0.631263 -0.355621 -0.065589 0.481064
0.633267 -0.346271 -0.067110 0.471080
0.635271 -0.334805 -0.072744 0.448549
0.637275 -0.309978 -0.106286 0.450642
0.639279 -0.321224 -0.072340 0.430567
0.641283 -0.315686 -0.078991 0.428177
0.643287 -0.303519 -0.102337 0.433913
0.645291 -0.296510 -0.102365 0.418137
0.647295 -0.297697 -0.102306 0.405706
0.649299 -0.285447 -0.122321 0.422137
0.651303 -0.283861 -0.127425 0.415060
0.653307 -0.285566 -0.134712 0.405161
0.655311 -0.277285 -0.149007 0.421646
0.657315 -0.268495 -0.154927 0.413473
0.659319 -0.274429 -0.159901 0.424783
0.661323 -0.269447 -0.164497 0.410374
0.663327 -0.265586 -0.164900 0.401290
0.665331 -0.253058 -0.165671 0.367433
0.667335 -0.256208 -0.187116 0.378589
0.669339 -0.242145 -0.206412 0.363825
0.671343 -0.234949 -0.217180 0.357694
0.673347 -0.251274 -0.206297 0.345445
0.675351 -0.237647 -0.202401 0.334470
0.677355 -0.224292 -0.210461 0.344399
0.679359 -0.225969 -0.202895 0.352332
0.681363 -0.242164 -0.206629 0.363534
0.683367 -0.272848 -0.198815 0.379440
0.685371 -0.271315 -0.203784 0.374737
0.687375 -0.257037 -0.218032 0.399216
0.689379 -0.238278 -0.232448 0.392868
0.691383 -0.233617 -0.247532 0.397964
0.693387 -0.220152 -0.258850 0.386363
0.695391 -0.225232 -0.241854 0.372884
0.697395 -0.236791 -0.222421 0.361160
0.699399 -0.238642 -0.231126 0.370400
0.701403 -0.242806 -0.225291 0.372878
0.703407 -0.268151 -0.197668 0.374142
0.705411 -0.261032 -0.210240 0.375086
0.707415 -0.267466 -0.194387 0.363063
0.709419 -0.257535 -0.212246 0.372369
0.711423 -0.263797 -0.205064 0.372331
0.713427 -0.257638 -0.226465 0.376084
0.715431 -0.266054 -0.204987 0.385432
0.717435 -0.264610 -0.191494 0.383185
0.719439 -0.252575 -0.196139 0.376069
0.721443 -0.259308 -0.200760 0.380023
0.723447 -0.250683 -0.218796 0.398277
0.725451 -0.250726 -0.210985 0.387721
0.727455 -0.244704 -0.200471 0.371113
0.729459 -0.243200 -0.196434 0.367500
0.731463 -0.249553 -0.182564 0.359415
0.733467 -0.248493 -0.179445 0.358605
0.735471 -0.242363 -0.186441 0.380964
0.737475 -0.242558 -0.202133 0.376302
0.739479 -0.228957 -0.203702 0.371664
0.741483 -0.213576 -0.220070 0.385076
0.743487 -0.207318 -0.218717 0.383530
0.745491 -0.197404 -0.218685 0.384436
0.747495 -0.199835 -0.223830 0.373353
0.749499 -0.206690 -0.219849 0.370163
0.751503 -0.202742 -0.238053 0.373713
0.753507 -0.218781 -0.240820 0.357355
0.755511 -0.217502 -0.251105 0.363541
0.757515 -0.201225 -0.269761 0.367576
0.759519 -0.202086 -0.274681 0.368418
0.761523 -0.185227 -0.286221 0.371165
0.763527 -0.203461 -0.287720 0.374347
0.765531 -0.228239 -0.275751 0.375147
0.767535 -0.223746 -0.282839 0.367689
0.769539 -0.229841 -0.270142 0.364040
0.771543 -0.247730 -0.272149 0.371540
0.773547 -0.239426 -0.276114 0.353563
0.775551 -0.230710 -0.298216 0.336231
0.777555 -0.215748 -0.293280 0.321751
0.779559 -0.217107 -0.288187 0.326520
0.781563 -0.219976 -0.275846 0.324103
0.783567 -0.209888 -0.283009 0.328444
0.785571 -0.213891 -0.282364 0.317881
0.787575 -0.210532 -0.290113 0.316496
0.789579 -0.216522 -0.285727 0.327969
0.791583 -0.217992 -0.290867 0.327897
0.793587 -0.234292 -0.269465 0.325156
0.795591 -0.232708 -0.268793 0.335467
0.797595 -0.246734 -0.261432 0.329991
0.799599 -0.253985 -0.247826 0.326425
0.801603 -0.253923 -0.249633 0.310538
0.803607 -0.258609 -0.247363 0.321916
0.805611 -0.255809 -0.255526 0.314158
0.807615 -0.250932 -0.254595 0.306361
0.809619 -0.229749 -0.278163 0.316224
0.811623 -0.242243 -0.261232 0.318434
0.813627 -0.251187 -0.251956 0.309214
0.815631 -0.270993 -0.239473 0.303652
0.817635 -0.266403 -0.243707 0.294012
0.819639 -0.260947 -0.246862 0.286176
0.821643 -0.271704 -0.229602 0.271444
0.823647 -0.278060 -0.233386 0.276264
0.825651 -0.286206 -0.220363 0.274228
0.827655 -0.275430 -0.232367 0.274401
0.829659 -0.281188 -0.215847 0.273267
0.831663 -0.292801 -0.205154 0.264318
0.833667 -0.304553 -0.191942 0.269867
0.835671 -0.299082 -0.198353 0.274980
0.837675 -0.311167 -0.195651 0.285851
0.839679 -0.297098 -0.215061 0.289622
0.841683 -0.297553 -0.213622 0.290068
0.843687 -0.291670 -0.222241 0.282287
0.845691 -0.294070 -0.227284 0.275900
0.847695 -0.301266 -0.220752 0.273002
0.849699 -0.284432 -0.225862 0.259500
0.851703 -0.292004 -0.220391 0.260253
0.853707 -0.290601 -0.218894 0.249676
0.855711 -0.293230 -0.216572 0.241425
0.857715 -0.308238 -0.202341 0.219693
0.859719 -0.310198 -0.205697 0.230837
0.861723 -0.316700 -0.204007 0.233415
0.863727 -0.323357 -0.206748 0.247175
0.865731 -0.324946 -0.202437 0.244412
0.867735 -0.326480 -0.191913 0.242077
0.869739 -0.322757 -0.201099 0.245986
0.871743 -0.323686 -0.201676 0.244436
0.873747 -0.306853 -0.208632 0.229399
0.875752 -0.308678 -0.212780 0.243731
0.877756 -0.315793 -0.203172 0.233858
0.879760 -0.314869 -0.206825 0.235795
0.881764 -0.320723 -0.201747 0.232902
0.883768 -0.307262 -0.208324 0.228246
0.885772 -0.305872 -0.209896 0.220458
0.887776 -0.309153 -0.205703 0.214768
0.889780 -0.307191 -0.206935 0.202233
0.891784 -0.305346 -0.206855 0.196837
0.893788 -0.300969 -0.206436 0.194071
0.895792 -0.303524 -0.205105 0.184760
0.897796 -0.300798 -0.205853 0.180259
0.899800 -0.296064 -0.211525 0.177400
0.901804 -0.294199 -0.216113 0.165574
0.903808 -0.286197 -0.223629 0.165217
0.905812 -0.283597 -0.233280 0.167526
0.907816 -0.296875 -0.220221 0.155282
0.909820 -0.289871 -0.226134 0.152539
0.911824 -0.297292 -0.223412 0.147950
0.913828 -0.312586 -0.214044 0.146118
0.915832 -0.309177 -0.216990 0.137127
0.917836 -0.309626 -0.212425 0.120104
0.919840 -0.315900 -0.206502 0.109269
0.921844 -0.320903 -0.203738 0.100694
0.923848 -0.317061 -0.205720 0.103914
0.925852 -0.316205 -0.205370 0.097289
0.927856 -0.316050 -0.208792 0.100698
0.929860 -0.324288 -0.202697 0.100086
0.931864 -0.324509 -0.205180 0.100243
0.933868 -0.331404 -0.200414 0.093340
0.935872 -0.341638 -0.194475 0.084956
0.937876 -0.339076 -0.197001 0.076924
0.939880 -0.337619 -0.196394 0.059806
0.941884 -0.332134 -0.202345 0.055601
0.943888 -0.336891 -0.197659 0.049116
0.945892 -0.330710 -0.205162 0.043383
0.947896 -0.329694 -0.207635 0.036356
0.949900 -0.336449 -0.204466 0.034071
0.951904 -0.329486 -0.212576 0.027081
0.953908 -0.329182 -0.215039 0.021814
0.955912 -0.329954 -0.216947 0.016976
0.957916 -0.338044 -0.212993 0.016436
0.959920 -0.339850 -0.214274 0.020765
0.961924 -0.347804 -0.210697 0.019003
0.963928 -0.345415 -0.215626 0.007037
0.965932 -0.339163 -0.223802 0.004175
0.967936 -0.342732 -0.223590 -0.000922
0.969940 -0.338818 -0.231183 -0.006735
0.971944 -0.323985 -0.245991 -0.003781
0.973948 -0.317177 -0.254931 -0.003375
0.975952 -0.316430 -0.259759 -0.009722
0.977956 -0.317084 -0.261944 -0.009205
0.979960 -0.310695 -0.270481 -0.018575
0.981964 -0.307855 -0.276967 -0.021693
0.983968 -0.311977 -0.275727 -0.022644
0.985972 -0.313437 -0.278456 -0.027146
0.987976 -0.309445 -0.283839 -0.033398
0.989980 -0.305410 -0.289710 -0.032844
0.991984 -0.307525 -0.294153 -0.038727
0.993988 -0.301687 -0.302605 -0.042442
0.995992 -0.303472 -0.303001 -0.045697
0.997996 -0.290209 -0.312619 -0.040471
1.000000 -0.285901 -0.318963 -0.043174
