Time u_x u_y u_z
0.102204 0.383375 0.066125 -0.486303
0.104208 0.397272 0.103551 -0.458452
0.106212 0.450701 0.120057 -0.453563
0.108216 0.412410 0.137259 -0.477917
0.110220 0.410302 0.111878 -0.464950
0.112224 0.456974 0.072458 -0.459630
0.114228 0.447768 0.080971 -0.479005
0.116232 0.463066 0.111884 -0.468277
0.118236 0.491626 0.148040 -0.486120
0.120240 0.509131 0.174350 -0.496297
0.122244 0.521638 0.228281 -0.477767
0.124248 0.526045 0.218245 -0.478231
0.126253 0.481381 0.218670 -0.476706
0.128257 0.451583 0.212401 -0.472694
0.130261 0.453119 0.140680 -0.488464
0.132265 0.364108 0.145785 -0.464404
0.134269 0.356212 0.110043 -0.459615
0.136273 0.355628 0.117009 -0.466713
0.138277 0.344515 0.127609 -0.445593
0.140281 0.347859 0.112304 -0.438115
0.142285 0.329621 0.112770 -0.439210
0.144289 0.328552 0.117018 -0.415046
0.146293 0.300528 0.098908 -0.384970
0.148297 0.257728 0.109468 -0.390257
0.150301 0.222645 0.089753 -0.385113
0.152305 0.211254 0.123102 -0.392307
0.154309 0.191614 0.101801 -0.391843
0.156313 0.174634 0.065919 -0.369216
0.158317 0.130485 0.021996 -0.326497
0.160321 0.124126 0.025585 -0.297482
0.162325 0.145102 0.001466 -0.296723
0.164329 0.113171 0.059225 -0.275283
0.166333 0.094435 0.041110 -0.291974
0.168337 0.110536 0.048600 -0.294874
0.170341 0.047760 0.064111 -0.303000
0.172345 0.028459 0.059209 -0.311843
0.174349 0.025757 0.055376 -0.320410
0.176353 0.039474 0.091160 -0.301087
0.178357 0.038313 0.132654 -0.314784
0.180361 0.042207 0.111052 -0.341947
0.182365 -0.036732 0.090338 -0.306178
0.184369 -0.025243 0.126706 -0.288161
0.186373 -0.003796 0.146943 -0.303643
0.188377 0.002135 0.128237 -0.300797
0.190381 0.052854 0.075283 -0.319962
0.192385 0.054122 0.043680 -0.344365
0.194389 0.004479 0.040378 -0.333228
0.196393 0.032721 0.053195 -0.314051
0.198397 0.003569 0.103577 -0.316812
0.200401 -0.023751 0.125078 -0.302293
0.202405 -0.007506 0.112798 -0.301554
0.204409 0.079726 0.128212 -0.279510
0.206413 0.086353 0.126551 -0.278773
0.208417 0.054216 0.117348 -0.266118
0.210421 0.056282 0.092535 -0.270392
0.212425 0.092929 0.081986 -0.262590
0.214429 0.093943 0.086847 -0.240047
0.216433 0.038446 0.078593 -0.210475
0.218437 0.042354 0.113088 -0.199386
0.220441 0.058844 0.120464 -0.210128
0.222445 0.040701 0.112929 -0.192205
0.224449 0.054331 0.105077 -0.207973
0.226453 0.037596 0.185959 -0.194850
0.228457 0.060945 0.165043 -0.204163
0.230461 0.074707 0.179450 -0.183905
0.232465 0.056697 0.180551 -0.191394
0.234469 0.053060 0.166939 -0.204922
0.236473 0.040245 0.183125 -0.188025
0.238477 0.042348 0.212160 -0.220807
0.240481 0.046879 0.226779 -0.241393
0.242485 0.075420 0.261798 -0.253620
0.244489 0.087985 0.251916 -0.248524
0.246493 0.137103 0.220277 -0.245194
0.248497 0.145159 0.195387 -0.240983
0.250501 0.150208 0.180383 -0.242154
0.252505 0.113446 0.171560 -0.266619
0.254509 0.140531 0.139326 -0.254432
0.256513 0.137769 0.145558 -0.244859
0.258517 0.160714 0.144459 -0.257298
0.260521 0.129861 0.086061 -0.211410
0.262525 0.108949 0.094375 -0.208362
0.264529 0.091617 0.124925 -0.200461
0.266533 0.091611 0.130512 -0.184193
0.268537 0.099133 0.111898 -0.178824
0.270541 0.126782 0.122176 -0.193375
0.272545 0.084881 0.116751 -0.135081
0.274549 0.067407 0.106151 -0.144321
0.276553 0.144340 0.097276 -0.185759
0.278557 0.095367 0.123649 -0.166831
0.280561 0.108009 0.084755 -0.151268
0.282565 0.124332 0.042599 -0.137412
0.284569 0.106838 0.072208 -0.148149
0.286573 0.106275 0.068834 -0.155720
0.288577 0.135823 0.080038 -0.171319
0.290581 0.078990 0.091008 -0.148246
0.292585 0.077241 0.077098 -0.159510
0.294589 0.099476 0.063636 -0.214797
0.296593 0.106278 0.100491 -0.214839
0.298597 0.082045 0.093143 -0.217176
0.300601 0.071516 0.084021 -0.167291
0.302605 0.105968 0.098339 -0.167261
0.304609 0.128065 0.080642 -0.170970
0.306613 0.126017 0.071790 -0.169075
0.308617 0.119360 0.075853 -0.193363
0.310621 0.139293 0.113694 -0.182460
0.312625 0.164474 0.127426 -0.199170
0.314629 0.182204 0.143416 -0.188659
0.316633 0.203132 0.145941 -0.180612
0.318637 0.200250 0.155339 -0.190891
0.320641 0.173180 0.156229 -0.161249
0.322645 0.172982 0.165108 -0.173166
0.324649 0.202518 0.161524 -0.184396
0.326653 0.179239 0.192923 -0.172773
0.328657 0.177139 0.179839 -0.152609
0.330661 0.189021 0.169239 -0.168852
0.332665 0.176705 0.151333 -0.151448
0.334669 0.180950 0.158848 -0.134724
0.336673 0.179250 0.137644 -0.105863
0.338677 0.145342 0.180787 -0.120359
0.340681 0.132759 0.215462 -0.119861
0.342685 0.132638 0.224482 -0.122988
0.344689 0.168639 0.250237 -0.121264
0.346693 0.133847 0.291329 -0.122019
0.348697 0.076903 0.326275 -0.099394
0.350701 0.059719 0.342966 -0.091346
0.352705 0.055397 0.345558 -0.106165
0.354709 0.046992 0.339028 -0.113852
0.356713 0.039519 0.330146 -0.088448
0.358717 0.059628 0.304492 -0.100556
0.360721 0.083456 0.267235 -0.110651
0.362725 0.061125 0.278788 -0.109009
0.364729 0.071533 0.250770 -0.097703
0.366733 0.079402 0.256464 -0.095783
0.368737 0.080680 0.255268 -0.129981
0.370741 0.033800 0.285452 -0.088163
0.372745 0.022689 0.289249 -0.072018
0.374749 0.031140 0.278575 -0.080066
0.376754 0.052980 0.292173 -0.101667
0.378758 0.059564 0.317199 -0.115748
0.380762 0.044067 0.328756 -0.136947
0.382766 0.072684 0.321263 -0.150416
0.384770 0.087618 0.294995 -0.136131
0.386774 0.068502 0.307516 -0.133771
0.388778 0.111283 0.294616 -0.168997
0.390782 0.090421 0.324974 -0.160961
0.392786 0.080033 0.343765 -0.175287
0.394790 0.087519 0.337652 -0.179845
0.396794 0.079594 0.316058 -0.157790
0.398798 0.044352 0.318490 -0.125756
0.400802 0.069803 0.299500 -0.148492
0.402806 0.102549 0.259757 -0.145954
0.404810 0.141561 0.241482 -0.174315
0.406814 0.177647 0.220598 -0.195515
0.408818 0.203517 0.187614 -0.210429
0.410822 0.203965 0.197510 -0.224645
0.412826 0.179095 0.214761 -0.220417
0.414830 0.179823 0.197735 -0.211741
0.416834 0.145401 0.220729 -0.197607
0.418838 0.142968 0.218375 -0.203596
0.420842 0.133011 0.237230 -0.227071
0.422846 0.106984 0.270013 -0.224586
0.424850 0.130013 0.243434 -0.212475
0.426854 0.134032 0.253672 -0.218147
0.428858 0.129241 0.238268 -0.195598
0.430862 0.107710 0.226794 -0.154591
0.432866 0.076511 0.237946 -0.135357
0.434870 0.086736 0.224781 -0.134165
0.436874 0.121633 0.206848 -0.161111
0.438878 0.097916 0.225812 -0.163594
0.440882 0.112482 0.212683 -0.165856
0.442886 0.119515 0.201650 -0.161463
0.444890 0.103629 0.233033 -0.163841
0.446894 0.108768 0.221573 -0.154696
0.448898 0.126719 0.210176 -0.156491
0.450902 0.147785 0.186124 -0.140425
0.452906 0.141859 0.176423 -0.119276
0.454910 0.148137 0.191662 -0.139817
0.456914 0.151416 0.211913 -0.164091
0.458918 0.158406 0.204337 -0.168563
0.460922 0.164740 0.175536 -0.151757
0.462926 0.191976 0.163880 -0.170118
0.464930 0.184278 0.172311 -0.178123
0.466934 0.210182 0.149193 -0.187034
0.468938 0.215494 0.136565 -0.186560
0.470942 0.227357 0.116994 -0.182758
0.472946 0.192054 0.149068 -0.183178
0.474950 0.176552 0.155998 -0.183041
0.476954 0.154235 0.147691 -0.149798
0.478958 0.163839 0.133528 -0.147857
0.480962 0.146498 0.143003 -0.137992
0.482966 0.149224 0.137354 -0.137320
0.484970 0.136144 0.142300 -0.128688
0.486974 0.124764 0.142466 -0.120045
0.488978 0.120294 0.136182 -0.108595
0.490982 0.132158 0.118402 -0.104192
0.492986 0.121414 0.115571 -0.091426
0.494990 0.115582 0.085062 -0.050202
0.496994 0.106197 0.090939 -0.049720
0.498998 0.133543 0.071749 -0.062064
0.501002 0.137271 0.046155 -0.037629
0.503006 0.142461 0.039080 -0.038888
0.505010 0.151483 0.031044 -0.043811
0.507014 0.149984 0.026027 -0.038964
0.509018 0.138484 0.039274 -0.043699
0.511022 0.149369 0.025660 -0.040330
0.513026 0.158096 0.038427 -0.070364
0.515030 0.158404 0.014076 -0.041174
0.517034 0.158528 0.016367 -0.045071
0.519038 0.154685 0.018581 -0.043135
0.521042 0.137506 0.021308 -0.028967
0.523046 0.130846 0.011870 -0.010977
0.525050 0.158011 -0.009604 -0.017361
0.527054 0.141921 -0.000522 -0.010933
0.529058 0.153693 -0.010629 -0.011660
0.531062 0.157293 -0.007915 -0.020978
0.533066 0.146823 -0.003955 -0.014219
0.535070 0.160709 -0.002124 -0.033844
0.537074 0.157237 0.000911 -0.040870
0.539078 0.158780 0.002839 -0.051360
0.541082 0.150401 0.008206 -0.050528
0.543086 0.160061 -0.006224 -0.039226
0.545090 0.180248 -0.022767 -0.041466
0.547094 0.188244 -0.031985 -0.044713
0.549098 0.188499 -0.037662 -0.044605
0.551102 0.185432 -0.043335 -0.032103
0.553106 0.186095 -0.049162 -0.029178
0.555110 0.172005 -0.028218 -0.046920
0.557114 0.185362 -0.044389 -0.041279
0.559118 0.193562 -0.064452 -0.032699
0.561122 0.178534 -0.057198 -0.029601
0.563126 0.177426 -0.065934 -0.020219
0.565130 0.202504 -0.088626 -0.023655
0.567134 0.231397 -0.091777 -0.056439
0.569138 0.231271 -0.084502 -0.063586
0.571142 0.225321 -0.096756 -0.050591
0.573146 0.206891 -0.076066 -0.051239
0.575150 0.203736 -0.071068 -0.057933
0.577154 0.194165 -0.070250 -0.053650
0.579158 0.223685 -0.104400 -0.053758
0.581162 0.208473 -0.108310 -0.031320
0.583166 0.225964 -0.138320 -0.020927
0.585170 0.207584 -0.134509 -0.009903
0.587174 0.194902 -0.124820 -0.003850
0.589178 0.192881 -0.141333 0.025571
0.591182 0.205090 -0.136565 -0.002022
0.593186 0.207750 -0.124074 -0.011775
0.595190 0.181617 -0.112351 0.009213
0.597194 0.199656 -0.136938 0.009172
0.599198 0.224236 -0.161161 0.003708
0.601202 0.218677 -0.157009 -0.002990
0.603206 0.207693 -0.146748 -0.013714
0.605210 0.193687 -0.143952 -0.002999
0.607214 0.194185 -0.135823 -0.013391
0.609218 0.198116 -0.149725 -0.003951
0.611222 0.203737 -0.150134 -0.016583
0.613226 0.187496 -0.163989 0.012836
0.615230 0.175158 -0.149530 0.027701
0.617234 0.173253 -0.160850 0.031332
0.619238 0.162929 -0.138809 0.010060
0.621242 0.160976 -0.131736 -0.003992
0.623246 0.125392 -0.116221 0.017717
0.625251 0.112053 -0.110903 0.019327
0.627255 0.092160 -0.107089 0.006785
0.629259 0.091544 -0.096002 0.011434
0.631263 0.082090 -0.077637 0.007890
0.633267 0.082977 -0.095336 0.025817
0.635271 0.079653 -0.098031 0.037234
0.637275 0.062279 -0.089364 0.034405
0.639279 0.041592 -0.067814 0.017821
0.641283 0.037790 -0.086494 0.046597
0.643287 0.034181 -0.089532 0.053739
0.645291 0.040916 -0.097014 0.046076
0.647295 0.059379 -0.107786 0.035914
0.649299 0.060060 -0.099307 0.023076
0.651303 0.066371 -0.103851 0.026059
0.653307 0.073128 -0.089181 0.012968
0.655311 0.075640 -0.096146 0.014488
0.657315 0.054906 -0.084517 0.047872
0.659319 0.071218 -0.102317 0.047315
0.661323 0.064855 -0.096227 0.044167
0.663327 0.074087 -0.107156 0.045029
0.665331 0.086770 -0.111384 0.029040
0.667335 0.084266 -0.110229 0.019631
0.669339 0.067038 -0.106666 0.025904
0.671343 0.055565 -0.096761 0.029140
0.673347 0.052982 -0.095164 0.025161
0.675351 0.049364 -0.079681 0.018486
0.677355 0.032680 -0.069695 -0.008214
0.679359 0.043710 -0.069085 -0.009577
0.681363 0.046383 -0.076547 -0.014776
0.683367 0.047013 -0.077674 -0.014929
0.685371 0.042378 -0.065015 -0.042233
0.687375 0.042852 -0.082197 -0.017944
0.689379 0.025369 -0.075105 -0.024405
0.691383 0.037922 -0.087397 -0.023948
0.693387 0.038860 -0.087572 -0.029934
0.695391 0.033218 -0.074108 -0.040548
0.697395 0.033964 -0.088234 -0.027683
0.699399 0.035731 -0.086923 -0.025909
0.701403 0.052228 -0.102313 -0.036804
0.703407 0.073076 -0.116942 -0.031801
0.705411 0.074233 -0.116622 -0.038097
0.707415 0.080114 -0.119292 -0.044184
0.709419 0.085807 -0.133204 -0.040872
0.711423 0.076123 -0.129550 -0.044926
0.713427 0.076665 -0.111995 -0.060237
0.715431 0.079136 -0.096151 -0.069805
0.717435 0.094309 -0.106338 -0.076110
0.719439 0.062744 -0.097482 -0.045319
0.721443 0.060235 -0.079554 -0.060245
0.723447 0.060113 -0.086012 -0.046405
0.725451 0.058138 -0.093816 -0.021572
0.727455 0.051292 -0.084605 -0.031703
0.729459 0.072662 -0.089291 -0.053497
0.731463 0.076424 -0.094464 -0.063346
0.733467 0.068679 -0.097340 -0.048483
0.735471 0.064430 -0.116626 -0.048053
0.737475 0.079617 -0.123192 -0.044943
0.739479 0.070365 -0.112828 -0.062053
0.741483 0.078057 -0.124387 -0.057148
0.743487 0.083016 -0.129387 -0.041437
0.745491 0.091227 -0.125836 -0.050142
0.747495 0.085019 -0.120543 -0.049972
0.749499 0.071941 -0.109416 -0.060634
0.751503 0.076408 -0.113224 -0.032633
0.753507 0.065299 -0.111492 -0.024116
0.755511 0.071345 -0.118343 -0.034345
0.757515 0.087525 -0.133476 -0.026338
0.759519 0.093701 -0.143831 -0.027802
0.761523 0.084511 -0.146333 -0.015950
0.763527 0.093621 -0.151331 0.004392
0.765531 0.108430 -0.157941 0.000323
0.767535 0.097527 -0.155638 0.003366
0.769539 0.093823 -0.159214 0.010005
0.771543 0.093267 -0.155968 0.001509
0.773547 0.098026 -0.154089 -0.008877
0.775551 0.095236 -0.156516 -0.018563
0.777555 0.095416 -0.167448 -0.017370
0.779559 0.103685 -0.182722 -0.025338
0.781563 0.102931 -0.191359 -0.013729
0.783567 0.102524 -0.192328 -0.006971
0.785571 0.113080 -0.197851 -0.009543
0.787575 0.095554 -0.179652 -0.005544
0.789579 0.094092 -0.181989 -0.008763
0.791583 0.088723 -0.183164 -0.012815
0.793587 0.075084 -0.181211 -0.005816
0.795591 0.075431 -0.186171 -0.004447
0.797595 0.085694 -0.193936 -0.001035
0.799599 0.085302 -0.192756 -0.008245
0.801603 0.076735 -0.188900 -0.010111
0.803607 0.082483 -0.189214 -0.015656
0.805611 0.092238 -0.207889 -0.015847
0.807615 0.096607 -0.226582 -0.005789
0.809619 0.082531 -0.213364 -0.007728
0.811623 0.077312 -0.213987 -0.007978
0.813627 0.070208 -0.224413 0.004761
0.815631 0.086887 -0.241368 -0.005398
0.817635 0.084256 -0.243276 -0.000776
0.819639 0.087482 -0.250280 0.006168
0.821643 0.083013 -0.267408 0.010139
0.823647 0.078869 -0.260138 -0.000321
0.825651 0.081398 -0.260104 0.002738
0.827655 0.071375 -0.247516 -0.002963
0.829659 0.073917 -0.246406 -0.000228
0.831663 0.075381 -0.241479 -0.003325
0.833667 0.064418 -0.235808 -0.004948
0.835671 0.069715 -0.236931 0.007846
0.837675 0.081362 -0.254237 0.014329
0.839679 0.072917 -0.258266 0.024997
0.841683 0.067110 -0.257280 0.033547
0.843687 0.074965 -0.267989 0.032968
0.845691 0.076812 -0.262439 0.043570
0.847695 0.075023 -0.255274 0.032448
0.849699 0.075540 -0.260805 0.026419
0.851703 0.071465 -0.264235 0.029651
0.853707 0.079653 -0.270295 0.031104
0.855711 0.067519 -0.263517 0.046597
0.857715 0.070807 -0.263570 0.047721
0.859719 0.076197 -0.265811 0.048227
0.861723 0.077090 -0.259784 0.026709
0.863727 0.073436 -0.254631 0.028108
0.865731 0.070662 -0.245267 0.034681
0.867735 0.066783 -0.243632 0.046204
0.869739 0.076617 -0.254769 0.042849
0.871743 0.080274 -0.250285 0.037604
0.873747 0.076801 -0.242261 0.024872
0.875752 0.087847 -0.246120 0.017545
0.877756 0.095907 -0.251385 0.012132
0.879760 0.089375 -0.244981 0.016351
0.881764 0.092403 -0.252996 0.017547
0.883768 0.111826 -0.271314 0.018066
0.885772 0.111865 -0.271920 0.020024
0.887776 0.096869 -0.258083 0.011303
0.889780 0.088039 -0.255012 0.009812
0.891784 0.091465 -0.258346 0.016086
0.893788 0.094456 -0.259672 0.024115
0.895792 0.090037 -0.248724 0.022481
0.897796 0.068112 -0.234883 0.028166
0.899800 0.060000 -0.229909 0.036477
0.901804 0.040467 -0.213211 0.030130
0.903808 0.045138 -0.219839 0.039786
0.905812 0.055189 -0.229584 0.037782
0.907816 0.057245 -0.232607 0.041730
0.909820 0.047430 -0.228478 0.042003
0.911824 0.048486 -0.231275 0.043473
0.913828 0.046466 -0.227583 0.041640
0.915832 0.053733 -0.234318 0.041886
0.917836 0.044285 -0.223776 0.038594
0.919840 0.054775 -0.231164 0.035392
0.921844 0.054497 -0.230474 0.031164
0.923848 0.052408 -0.226819 0.024798
0.925852 0.063708 -0.236133 0.023616
0.927856 0.072047 -0.243342 0.018610
0.929860 0.078765 -0.247299 0.016974
0.931864 0.086480 -0.252966 0.025041
0.933868 0.080370 -0.249957 0.033795
0.935872 0.067862 -0.237631 0.036686
0.937876 0.070535 -0.237015 0.029301
0.939880 0.068468 -0.231760 0.026692
0.941884 0.068899 -0.232581 0.034320
0.943888 0.061153 -0.224014 0.035035
0.945892 0.056299 -0.218398 0.034368
0.947896 0.053606 -0.213661 0.028460
0.949900 0.050556 -0.209266 0.025928
0.951904 0.046876 -0.205172 0.030214
0.953908 0.044869 -0.201320 0.027312
0.955912 0.047031 -0.201754 0.031790
0.957916 0.054504 -0.206440 0.033178
0.959920 0.057023 -0.206906 0.034308
0.961924 0.058159 -0.206059 0.038694
0.963928 0.060496 -0.205828 0.044856
0.965932 0.064959 -0.207699 0.045941
0.967936 0.066585 -0.206790 0.048345
0.969940 0.071010 -0.209052 0.050075
0.971944 0.071918 -0.209582 0.051511
0.973948 0.074331 -0.211035 0.052855
0.975952 0.078165 -0.213608 0.047539
0.977956 0.070871 -0.203739 0.047944
0.979960 0.062653 -0.198639 0.041905
0.981964 0.062717 -0.196397 0.039198
0.983968 0.063178 -0.200079 0.027822
0.985972 0.058309 -0.193722 0.037422
0.987976 0.064272 -0.195813 0.045825
0.989980 0.057384 -0.191171 0.042745
0.991984 0.067415 -0.195253 0.048433
0.993988 0.069537 -0.196997 0.042453
0.995992 0.071206 -0.198891 0.044203
0.997996 0.068279 -0.196878 0.044322
1.000000 0.076492 -0.200623 0.046968
