Time u_x u_y u_z
0.208417 0.494463 0.519932 0.151489
0.210421 0.522345 0.539922 0.105960
0.212425 0.546709 0.518973 0.112748
0.214429 0.522441 0.497416 0.123009
0.216433 0.577285 0.497594 0.092262
0.218437 0.559257 0.484076 0.109403
0.220441 0.541339 0.434629 0.123942
0.222445 0.548534 0.452511 0.132282
0.224449 0.551735 0.437025 0.113989
0.226453 0.537065 0.451148 0.131076
0.228457 0.551019 0.429423 0.129448
0.230461 0.552788 0.388591 0.150208
0.232465 0.567665 0.385060 0.133537
0.234469 0.548380 0.383927 0.163857
0.236473 0.540225 0.427636 0.172571
0.238477 0.499662 0.401160 0.213791
0.240481 0.520895 0.401735 0.242348
0.242485 0.549734 0.335365 0.233361
0.244489 0.523980 0.349832 0.211262
0.246493 0.524604 0.337659 0.202872
0.248497 0.528222 0.323218 0.221340
0.250501 0.495597 0.307237 0.281190
0.252505 0.464503 0.297140 0.285392
0.254509 0.471246 0.285804 0.276788
0.256513 0.451659 0.302256 0.273902
0.258517 0.448461 0.318189 0.292230
0.260521 0.431271 0.335105 0.301007
0.262525 0.409285 0.352400 0.307782
0.264529 0.424614 0.352927 0.283638
0.266533 0.479146 0.339924 0.265164
0.268537 0.463150 0.330960 0.235045
0.270541 0.477295 0.338246 0.169297
0.272545 0.433960 0.298190 0.177317
0.274549 0.420087 0.293193 0.177434
0.276553 0.416352 0.290521 0.177735
0.278557 0.419870 0.281947 0.175037
0.280561 0.470262 0.241318 0.145417
0.282565 0.437311 0.251753 0.173858
0.284569 0.458001 0.258440 0.171885
0.286573 0.444636 0.296834 0.170004
0.288577 0.381797 0.303239 0.180669
0.290581 0.406649 0.301452 0.171032
0.292585 0.416447 0.261952 0.182288
0.294589 0.467624 0.226294 0.154168
0.296593 0.474231 0.218454 0.096488
0.298597 0.526253 0.203287 0.096241
0.300601 0.551979 0.199905 0.089377
0.302605 0.491162 0.217014 0.116733
0.304609 0.479152 0.216269 0.114593
0.306613 0.474597 0.213362 0.105859
0.308617 0.460912 0.245805 0.117440
0.310621 0.435037 0.203247 0.120119
0.312625 0.445818 0.199577 0.110609
0.314629 0.425011 0.226702 0.111610
0.316633 0.413156 0.227253 0.121650
0.318637 0.427600 0.211014 0.116611
0.320641 0.443131 0.231324 0.106286
0.322645 0.497426 0.200608 0.069961
0.324649 0.502467 0.229371 0.034749
0.326653 0.520921 0.228875 0.035649
0.328657 0.555622 0.198416 0.015827
0.330661 0.557080 0.199615 0.020991
0.332665 0.506751 0.248758 0.022750
0.334669 0.455344 0.281898 0.016681
0.336673 0.430929 0.300066 0.015081
0.338677 0.408440 0.297223 0.037873
0.340681 0.440806 0.279362 0.020410
0.342685 0.410896 0.285478 0.040208
0.344689 0.416305 0.273284 0.049871
0.346693 0.423297 0.293048 0.031638
0.348697 0.442920 0.294615 0.005863
0.350701 0.449882 0.283304 -0.007928
0.352705 0.463105 0.283954 -0.022084
0.354709 0.446120 0.287723 -0.011906
0.356713 0.403323 0.299759 -0.005456
0.358717 0.413344 0.312768 -0.011139
0.360721 0.383154 0.303722 0.003717
0.362725 0.383517 0.302459 -0.012555
0.364729 0.384187 0.310773 -0.018519
0.366733 0.391341 0.296885 -0.012799
0.368737 0.359703 0.308187 -0.002860
0.370741 0.368902 0.302458 0.003153
0.372745 0.347112 0.304229 0.014357
0.374749 0.337670 0.293571 0.023363
0.376754 0.318995 0.305598 -0.000327
0.378758 0.332772 0.294212 0.008844
0.380762 0.318589 0.297533 0.021481
0.382766 0.314821 0.254570 0.041115
0.384770 0.303566 0.254506 0.045887
0.386774 0.307063 0.249966 0.048219
0.388778 0.272060 0.272670 0.049878
0.390782 0.269466 0.261539 0.058137
0.392786 0.261553 0.262093 0.054425
0.394790 0.248095 0.265641 0.074453
0.396794 0.233707 0.254118 0.085803
0.398798 0.211877 0.291785 0.030459
0.400802 0.206450 0.261738 0.056736
0.402806 0.181661 0.254817 0.062326
0.404810 0.170934 0.242115 0.073459
0.406814 0.178767 0.245514 0.052182
0.408818 0.175351 0.242764 0.048024
0.410822 0.161007 0.258713 0.053508
0.412826 0.167627 0.266393 0.034154
0.414830 0.166283 0.286162 0.008137
0.416834 0.130847 0.291547 0.037368
0.418838 0.138371 0.297114 0.034264
0.420842 0.123239 0.291516 0.053264
0.422846 0.106534 0.294285 0.061198
0.424850 0.121468 0.266779 0.060473
0.426854 0.113073 0.249075 0.060740
0.428858 0.102226 0.248276 0.076446
0.430862 0.098893 0.246582 0.066639
0.432866 0.076435 0.263861 0.068370
0.434870 0.074321 0.275581 0.053137
0.436874 0.038493 0.300973 0.050554
0.438878 0.004911 0.328687 0.050157
0.440882 -0.014209 0.353489 0.034703
0.442886 -0.023536 0.374297 0.016207
0.444890 -0.033370 0.369214 0.025909
0.446894 -0.036326 0.371801 0.019358
0.448898 0.004422 0.345987 0.005223
0.450902 -0.015772 0.350190 0.024519
0.452906 -0.044496 0.368719 0.025231
0.454910 -0.036482 0.365665 0.018438
0.456914 -0.028634 0.370256 -0.001533
0.458918 0.007675 0.317425 0.019445
0.460922 -0.005213 0.327342 0.018654
0.462926 -0.015334 0.341702 0.004888
0.464930 0.001636 0.342626 -0.019424
0.466934 0.011340 0.349704 -0.036221
0.468938 -0.011507 0.364059 -0.028666
0.470942 -0.026230 0.382596 -0.035239
0.472946 -0.036646 0.379775 -0.023409
0.474950 -0.028580 0.389426 -0.052967
0.476954 -0.047188 0.414353 -0.067015
0.478958 -0.024579 0.393722 -0.078084
0.480962 -0.029432 0.406192 -0.094876
0.482966 -0.038540 0.403185 -0.086277
0.484970 -0.009575 0.371667 -0.087591
0.486974 0.005677 0.351867 -0.086505
0.488978 0.021073 0.341505 -0.098302
0.490982 0.021724 0.338414 -0.101177
0.492986 0.028885 0.349515 -0.131640
0.494990 0.010241 0.361143 -0.129695
0.496994 0.031419 0.313422 -0.101689
0.498998 0.008956 0.318525 -0.086324
0.501002 -0.019119 0.343224 -0.089596
0.503006 0.041740 0.314753 -0.133849
0.505010 0.033116 0.300174 -0.110847
0.507014 0.047625 0.286280 -0.117176
0.509018 0.028642 0.300045 -0.116628
0.511022 0.026358 0.304830 -0.126185
0.513026 0.024928 0.282657 -0.102147
0.515030 -0.000221 0.309680 -0.111437
0.517034 -0.002290 0.304415 -0.107286
0.519038 -0.018621 0.316130 -0.105956
0.521042 -0.052449 0.323884 -0.081687
0.523046 -0.035953 0.301600 -0.079029
0.525050 -0.044022 0.303105 -0.078934
0.527054 -0.073519 0.306527 -0.055524
0.529058 -0.079182 0.315511 -0.065495
0.531062 -0.064394 0.304575 -0.075108
0.533066 -0.079461 0.313193 -0.078902
0.535070 -0.084678 0.310343 -0.072735
0.537074 -0.116760 0.330522 -0.070170
0.539078 -0.094822 0.289270 -0.045286
0.541082 -0.096727 0.286301 -0.043599
0.543086 -0.123030 0.285813 -0.021585
0.545090 -0.116853 0.260700 -0.002139
0.547094 -0.116970 0.252086 -0.004184
0.549098 -0.135572 0.269451 -0.006385
0.551102 -0.120629 0.258108 -0.014815
0.553106 -0.124466 0.265142 -0.034454
0.555110 -0.113128 0.266770 -0.056207
0.557114 -0.103523 0.252765 -0.058592
0.559118 -0.114717 0.258414 -0.059916
0.561122 -0.100119 0.263411 -0.094074
0.563126 -0.095448 0.252383 -0.085325
0.565130 -0.099220 0.250990 -0.085615
0.567134 -0.110194 0.245916 -0.080334
0.569138 -0.106126 0.247334 -0.087861
0.571142 -0.103813 0.236866 -0.085865
0.573146 -0.121685 0.241406 -0.081636
0.575150 -0.128321 0.227125 -0.068214
0.577154 -0.136098 0.226392 -0.063459
0.579158 -0.129675 0.229836 -0.064434
0.581162 -0.125337 0.222529 -0.059481
0.583166 -0.119776 0.222663 -0.063561
0.585170 -0.132422 0.232119 -0.053359
0.587174 -0.129050 0.227444 -0.059107
0.589178 -0.132044 0.231626 -0.068889
0.591182 -0.155786 0.234661 -0.049535
0.593186 -0.150396 0.221876 -0.043351
0.595190 -0.148822 0.217038 -0.057131
0.597194 -0.149268 0.227495 -0.074904
0.599198 -0.144713 0.206661 -0.051278
0.601202 -0.145139 0.203418 -0.058052
0.603206 -0.149213 0.202630 -0.040013
0.605210 -0.142582 0.194073 -0.046120
0.607214 -0.146784 0.201847 -0.062143
0.609218 -0.160913 0.199132 -0.048200
0.611222 -0.156631 0.194284 -0.052064
0.613226 -0.139454 0.194204 -0.075485
0.615230 -0.138871 0.179017 -0.062434
0.617234 -0.150849 0.172352 -0.057538
0.619238 -0.135591 0.175751 -0.065327
0.621242 -0.144626 0.173121 -0.063018
0.623246 -0.148245 0.159207 -0.054021
0.625251 -0.165146 0.157576 -0.039638
0.627255 -0.180327 0.162906 -0.032686
0.629259 -0.183328 0.155672 -0.025871
0.631263 -0.198515 0.161329 -0.024698
0.633267 -0.229281 0.181355 -0.024061
0.635271 -0.252675 0.193704 -0.005106
0.637275 -0.241646 0.196748 -0.016370
0.639279 -0.240555 0.185771 -0.009089
0.641283 -0.240801 0.198630 -0.009932
0.643287 -0.233516 0.182434 -0.004949
0.645291 -0.234088 0.178460 -0.014697
0.647295 -0.228203 0.178431 -0.004807
0.649299 -0.219433 0.166777 -0.017397
0.651303 -0.229895 0.152160 -0.004714
0.653307 -0.239773 0.155634 -0.004478
0.655311 -0.235687 0.145432 -0.007537
0.657315 -0.215937 0.124270 -0.021423
0.659319 -0.233031 0.141048 -0.017563
0.661323 -0.227782 0.127227 -0.006514
0.663327 -0.240220 0.131794 -0.007382
0.665331 -0.249821 0.138053 -0.018943
0.667335 -0.234782 0.106826 0.001034
0.669339 -0.244456 0.113034 -0.004232
0.671343 -0.252347 0.118874 0.002360
0.673347 -0.237908 0.103588 0.016018
0.675351 -0.249661 0.115233 0.016120
0.677355 -0.239582 0.096693 0.028290
0.679359 -0.225498 0.097585 0.018192
0.681363 -0.203117 0.074219 0.020209
0.683367 -0.198575 0.055439 0.026091
0.685371 -0.211270 0.057662 0.019557
0.687375 -0.231592 0.050518 0.029088
0.689379 -0.251601 0.063365 0.024222
0.691383 -0.230920 0.052069 0.020293
0.693387 -0.236844 0.055373 0.019631
0.695391 -0.234096 0.064420 -0.006631
0.697395 -0.261407 0.084665 -0.013787
0.699399 -0.235477 0.065223 -0.030330
0.701403 -0.234366 0.052793 -0.009868
0.703407 -0.229593 0.053384 -0.009859
0.705411 -0.217613 0.048133 -0.005208
0.707415 -0.214131 0.051951 0.000437
0.709419 -0.203687 0.050801 -0.009230
0.711423 -0.210947 0.043752 -0.008199
0.713427 -0.207040 0.035975 -0.003953
0.715431 -0.192847 0.032088 -0.006628
0.717435 -0.173831 0.011584 -0.002685
0.719439 -0.154110 -0.008545 -0.012954
0.721443 -0.174262 0.005652 -0.022948
0.723447 -0.194801 0.009489 -0.021333
0.725451 -0.194815 0.008599 -0.030119
0.727455 -0.188155 0.010972 -0.044338
0.729459 -0.191708 0.012557 -0.055234
0.731463 -0.190354 0.011587 -0.045643
0.733467 -0.185235 -0.011688 -0.035073
0.735471 -0.188114 -0.006750 -0.042987
0.737475 -0.196268 0.000115 -0.044539
0.739479 -0.197314 -0.001539 -0.055492
0.741483 -0.182693 -0.026663 -0.037379
0.743487 -0.186047 -0.030906 -0.030400
0.745491 -0.215181 -0.014123 -0.035910
0.747495 -0.220754 -0.008992 -0.030785
0.749499 -0.206360 -0.014642 -0.030245
0.751503 -0.197026 -0.039703 -0.027887
0.753507 -0.201033 -0.037080 -0.016716
0.755511 -0.205325 -0.016069 -0.024777
0.757515 -0.215934 -0.018598 -0.021102
0.759519 -0.199724 -0.025404 -0.027837
0.761523 -0.177554 -0.034603 -0.051102
0.763527 -0.157037 -0.056565 -0.051231
0.765531 -0.151330 -0.056429 -0.055972
0.767535 -0.158058 -0.047791 -0.068043
0.769539 -0.162372 -0.046910 -0.065910
0.771543 -0.152418 -0.054129 -0.087066
0.773547 -0.153019 -0.059931 -0.085728
0.775551 -0.150353 -0.066312 -0.081428
0.777555 -0.153344 -0.057371 -0.083105
0.779559 -0.147935 -0.062091 -0.084971
0.781563 -0.150564 -0.062353 -0.101791
0.783567 -0.161518 -0.058991 -0.105841
0.785571 -0.151301 -0.085315 -0.113441
0.787575 -0.149934 -0.097987 -0.120460
0.789579 -0.148242 -0.105948 -0.111167
0.791583 -0.137649 -0.117275 -0.113530
0.793587 -0.156874 -0.107269 -0.105696
0.795591 -0.170076 -0.105383 -0.092879
0.797595 -0.179121 -0.116950 -0.084697
0.799599 -0.177540 -0.117509 -0.094962
0.801603 -0.198081 -0.100571 -0.079375
0.803607 -0.202551 -0.100509 -0.087537
0.805611 -0.192674 -0.107486 -0.090034
0.807615 -0.193465 -0.111416 -0.097566
0.809619 -0.203181 -0.103116 -0.100499
0.811623 -0.193768 -0.104142 -0.096910
0.813627 -0.202891 -0.095544 -0.095454
0.815631 -0.216684 -0.096238 -0.097718
0.817635 -0.233060 -0.076257 -0.103021
0.819639 -0.233923 -0.079210 -0.106675
0.821643 -0.243867 -0.079205 -0.111284
0.823647 -0.248612 -0.070592 -0.112851
0.825651 -0.233050 -0.083676 -0.105905
0.827655 -0.222233 -0.086721 -0.102228
0.829659 -0.229215 -0.083515 -0.104095
0.831663 -0.213858 -0.101912 -0.094538
0.833667 -0.217715 -0.109732 -0.090942
0.835671 -0.226274 -0.112989 -0.093935
0.837675 -0.234215 -0.105579 -0.094840
0.839679 -0.232924 -0.102485 -0.082215
0.841683 -0.225645 -0.099280 -0.103252
0.843687 -0.225649 -0.099563 -0.102075
0.845691 -0.226422 -0.105242 -0.101457
0.847695 -0.226445 -0.112655 -0.102122
0.849699 -0.232715 -0.117883 -0.095932
0.851703 -0.250553 -0.115611 -0.088381
0.853707 -0.253448 -0.116493 -0.092413
0.855711 -0.248184 -0.116468 -0.096251
0.857715 -0.235795 -0.127629 -0.092487
0.859719 -0.243300 -0.117739 -0.093559
0.861723 -0.244413 -0.130678 -0.081784
0.863727 -0.246463 -0.138687 -0.074861
0.865731 -0.237634 -0.144344 -0.083685
0.867735 -0.236805 -0.151735 -0.076322
0.869739 -0.234919 -0.152562 -0.082634
0.871743 -0.245051 -0.154713 -0.080156
0.873747 -0.240256 -0.152426 -0.098219
0.875752 -0.246878 -0.148034 -0.090399
0.877756 -0.254105 -0.146756 -0.097531
0.879760 -0.256018 -0.153138 -0.094495
0.881764 -0.250965 -0.163436 -0.087655
0.883768 -0.235753 -0.170576 -0.091098
0.885772 -0.232868 -0.176718 -0.086316
0.887776 -0.243655 -0.169685 -0.086996
0.889780 -0.238789 -0.177793 -0.086298
0.891784 -0.243400 -0.175834 -0.094645
0.893788 -0.247854 -0.170360 -0.093314
0.895792 -0.242367 -0.177842 -0.091879
0.897796 -0.246853 -0.178301 -0.091167
0.899800 -0.246093 -0.181502 -0.085320
0.901804 -0.254794 -0.185765 -0.078032
0.903808 -0.247069 -0.189750 -0.075692
0.905812 -0.246812 -0.190736 -0.079468
0.907816 -0.239104 -0.200809 -0.086805
0.909820 -0.243050 -0.199390 -0.085028
0.911824 -0.247540 -0.198422 -0.092016
0.913828 -0.256814 -0.192826 -0.092955
0.915832 -0.250015 -0.204892 -0.095998
0.917836 -0.259958 -0.199827 -0.107116
0.919840 -0.274249 -0.191164 -0.107253
0.921844 -0.276069 -0.192096 -0.107019
0.923848 -0.271961 -0.198827 -0.103273
0.925852 -0.278589 -0.197303 -0.097993
0.927856 -0.280680 -0.200949 -0.089111
0.929860 -0.272101 -0.208021 -0.091226
0.931864 -0.279546 -0.202946 -0.096454
0.933868 -0.280222 -0.204791 -0.102328
0.935872 -0.280095 -0.207525 -0.105793
0.937876 -0.277072 -0.212150 -0.111148
0.939880 -0.272814 -0.216859 -0.112696
0.941884 -0.278463 -0.214938 -0.115301
0.943888 -0.271686 -0.222216 -0.112731
0.945892 -0.275109 -0.223556 -0.105409
0.947896 -0.283113 -0.218436 -0.110133
0.949900 -0.291400 -0.213861 -0.109524
0.951904 -0.285944 -0.220745 -0.111881
0.953908 -0.290756 -0.219077 -0.112064
0.955912 -0.290001 -0.222254 -0.109229
0.957916 -0.277636 -0.234715 -0.113503
0.959920 -0.287911 -0.227977 -0.111653
0.961924 -0.282105 -0.234293 -0.115551
0.963928 -0.281974 -0.236200 -0.115400
0.965932 -0.285728 -0.235433 -0.116140
0.967936 -0.283215 -0.239270 -0.111940
0.969940 -0.288294 -0.236717 -0.113628
0.971944 -0.292072 -0.235288 -0.113391
0.973948 -0.293629 -0.234286 -0.113873
0.975952 -0.309100 -0.222997 -0.118058
0.977956 -0.301168 -0.232620 -0.121700
0.979960 -0.295916 -0.239885 -0.119322
0.981964 -0.300405 -0.237119 -0.116760
0.983968 -0.289008 -0.246152 -0.112465
0.985972 -0.283092 -0.253651 -0.114023
0.987976 -0.290790 -0.249254 -0.112916
0.989980 -0.293616 -0.250012 -0.108864
0.991984 -0.297161 -0.249726 -0.111303
0.993988 -0.303231 -0.252117 -0.118646
0.995992 -0.312709 -0.248897 -0.126191
0.997996 -0.307252 -0.252993 -0.125863
1.000000 -0.308649 -0.253763 -0.124953
