Time p_x p_y p_z
0.276553 -0.130008 4.017834 0.159636
0.278557 -0.129836 4.032505 0.159698
0.280561 -0.129659 4.047177 0.159750
0.282565 -0.129487 4.061837 0.159789
0.284569 -0.129340 4.076484 0.159831
0.286573 -0.129181 4.091120 0.159863
0.288577 -0.129019 4.105776 0.159905
0.290581 -0.128867 4.120432 0.159933
0.292585 -0.128726 4.135099 0.159960
0.294589 -0.128582 4.149757 0.159996
0.296593 -0.128443 4.164411 0.160027
0.298597 -0.128316 4.179064 0.160063
0.300601 -0.128190 4.193716 0.160096
0.302605 -0.128067 4.208363 0.160135
0.304609 -0.127974 4.223012 0.160169
0.306613 -0.127894 4.237664 0.160220
0.308617 -0.127825 4.252308 0.160273
0.310621 -0.127783 4.266967 0.160310
0.312625 -0.127734 4.281639 0.160374
0.314629 -0.127663 4.296324 0.160448
0.316633 -0.127594 4.311003 0.160519
0.318637 -0.127520 4.325683 0.160564
0.320641 -0.127441 4.340353 0.160614
0.322645 -0.127385 4.355033 0.160659
0.324649 -0.127317 4.369714 0.160700
0.326653 -0.127231 4.384376 0.160724
0.328657 -0.127145 4.399017 0.160735
0.330661 -0.127069 4.413650 0.160748
0.332665 -0.126992 4.428285 0.160754
0.334669 -0.126900 4.439256 0.160755
0.336673 -0.126809 4.450236 0.160780
0.338677 -0.126714 4.461209 0.160801
0.340681 -0.126622 4.472163 0.160828
0.342685 -0.126521 4.483117 0.160863
0.344689 -0.126402 4.494070 0.160895
0.346693 -0.126275 4.505040 0.160928
0.348697 -0.126134 4.516019 0.160967
0.350701 -0.126023 4.527001 0.160990
0.352705 -0.125907 4.537977 0.161019
0.354709 -0.125801 4.548965 0.161045
0.356713 -0.125678 4.559956 0.161066
0.358717 -0.125555 4.570943 0.161097
0.360721 -0.125413 4.581929 0.161150
0.362725 -0.125278 4.592926 0.161197
0.364729 -0.125141 4.603920 0.161255
0.366733 -0.124979 4.614912 0.161331
0.368737 -0.124818 4.625902 0.161410
0.370741 -0.124644 4.636908 0.161481
0.372745 -0.124472 4.647914 0.161549
0.374749 -0.124279 4.658941 0.161607
0.376754 -0.124109 4.669975 0.161665
0.378758 -0.123922 4.681012 0.161727
0.380762 -0.123734 4.692061 0.161811
0.382766 -0.123539 4.703106 0.161888
0.384770 -0.123353 4.714162 0.161969
0.386774 -0.123155 4.725223 0.162043
0.388778 -0.122949 4.736289 0.162120
0.390782 -0.122745 4.747348 0.162198
0.392786 -0.122552 4.758409 0.162267
0.394790 -0.122353 4.769463 0.162343
0.396794 -0.122157 4.780514 0.162414
0.398798 -0.121960 4.791570 0.162481
0.400802 -0.121760 4.802602 0.162545
0.402806 -0.121551 4.813655 0.162597
0.404810 -0.121355 4.824708 0.162649
0.406814 -0.121172 4.835759 0.162696
0.408818 -0.120981 4.846799 0.162733
0.410822 -0.120793 4.857832 0.162780
0.412826 -0.120607 4.868861 0.162826
0.414830 -0.120421 4.879869 0.162868
0.416834 -0.120253 4.890866 0.162886
0.418838 -0.120072 4.901856 0.162889
0.420842 -0.119879 4.912845 0.162896
0.422846 -0.119702 4.923846 0.162921
0.424850 -0.119530 4.934855 0.162951
0.426854 -0.119363 4.945854 0.162995
0.428858 -0.119195 4.956834 0.163043
0.430862 -0.119027 4.967831 0.163084
0.432866 -0.118843 4.978821 0.163146
0.434870 -0.118660 4.989834 0.163212
0.436874 -0.118449 5.000852 0.163277
0.438878 -0.118227 5.011889 0.163352
0.440882 -0.118031 5.022943 0.163412
0.442886 -0.117836 5.034010 0.163487
0.444890 -0.117657 5.045076 0.163554
0.446894 -0.117496 5.056125 0.163628
0.448898 -0.117337 5.067193 0.163708
0.450902 -0.117180 5.078276 0.163800
0.452906 -0.117038 5.089371 0.163878
0.454910 -0.116905 5.100476 0.163963
0.456914 -0.116772 5.111578 0.164055
0.458918 -0.116641 5.122682 0.164131
0.460922 -0.116507 5.133796 0.164215
0.462926 -0.116382 5.144911 0.164301
0.464930 -0.116251 5.156033 0.164391
0.466934 -0.116116 5.167148 0.164499
0.468938 -0.115966 5.178270 0.164602
0.470942 -0.115811 5.189379 0.164724
0.472946 -0.115648 5.200486 0.164846
0.474950 -0.115490 5.211593 0.164983
0.476954 -0.115341 5.222707 0.165120
0.478958 -0.115200 5.233816 0.165251
0.480962 -0.115073 5.244913 0.165396
0.482966 -0.114947 5.255999 0.165547
0.484970 -0.114819 5.267108 0.165693
0.486974 -0.114659 5.278212 0.165857
0.488978 -0.114483 5.289331 0.166020
0.490982 -0.114309 5.300433 0.166193
0.492986 -0.114116 5.311540 0.166368
0.494990 -0.113931 5.322648 0.166545
0.496994 -0.113736 5.333762 0.166721
0.498998 -0.113556 5.344869 0.166877
0.501002 -0.113349 5.355968 0.167014
0.503006 -0.113135 5.367073 0.167136
0.505010 -0.112928 5.378169 0.167246
0.507014 -0.112723 5.389268 0.167349
0.509018 -0.112523 5.400364 0.167460
0.511022 -0.112316 5.411456 0.167575
0.513026 -0.112125 5.422545 0.167707
0.515030 -0.111932 5.433634 0.167835
0.517034 -0.111721 5.444716 0.167947
0.519038 -0.111490 5.455791 0.168076
0.521042 -0.111249 5.466859 0.168218
0.523046 -0.111007 5.477923 0.168367
0.525050 -0.110770 5.488991 0.168500
0.527054 -0.110546 5.500060 0.168628
0.529058 -0.110321 5.511117 0.168766
0.531062 -0.110088 5.522158 0.168905
0.533066 -0.109878 5.533191 0.169035
0.535070 -0.109665 5.544225 0.169154
0.537074 -0.109446 5.555267 0.169267
0.539078 -0.109237 5.566296 0.169383
0.541082 -0.109042 5.577323 0.169486
0.543086 -0.108849 5.588356 0.169611
0.545090 -0.108664 5.599384 0.169750
0.547094 -0.108483 5.610407 0.169890
0.549098 -0.108302 5.621413 0.170018
0.551102 -0.108134 5.632416 0.170160
0.553106 -0.107952 5.643418 0.170313
0.555110 -0.107767 5.654443 0.170459
0.557114 -0.107579 5.665469 0.170620
0.559118 -0.107395 5.676480 0.170783
0.561122 -0.107214 5.687493 0.170952
0.563126 -0.107040 5.698510 0.171119
0.565130 -0.106864 5.709526 0.171294
0.567134 -0.106683 5.720553 0.171464
0.569138 -0.106523 5.731565 0.171642
0.571142 -0.106373 5.742564 0.171801
0.573146 -0.106223 5.753543 0.171955
0.575150 -0.106068 5.764537 0.172113
0.577154 -0.105896 5.775539 0.172262
0.579158 -0.105698 5.786542 0.172420
0.581162 -0.105509 5.797553 0.172565
0.583166 -0.105313 5.808549 0.172694
0.585170 -0.105126 5.819548 0.172812
0.587174 -0.104922 5.830533 0.172921
0.589178 -0.104702 5.841527 0.173029
0.591182 -0.104480 5.852521 0.173148
0.593186 -0.104249 5.863509 0.173271
0.595190 -0.104029 5.874518 0.173408
0.597194 -0.103825 5.885523 0.173513
0.599198 -0.103612 5.896510 0.173602
0.601202 -0.103393 5.907495 0.173697
0.603206 -0.103181 5.918496 0.173775
0.605210 -0.102987 5.929517 0.173842
0.607214 -0.102800 6.679496 0.173918
0.609218 -0.102616 7.429469 0.174020
0.611222 -0.102420 7.466944 0.174118
0.613226 -0.102237 7.504428 0.174211
0.615230 -0.102068 7.541919 0.174287
0.617234 -0.101894 7.579417 0.174367
0.619238 -0.101731 7.616923 0.174466
0.621242 -0.101579 7.654430 0.174557
0.623246 -0.101426 7.691955 0.174640
0.625251 -0.101289 7.729469 0.174720
0.627255 -0.101134 7.766993 0.174809
0.629259 -0.100979 7.804508 0.174882
0.631263 -0.100832 7.842019 0.174958
0.633267 -0.100687 7.879545 0.175044
0.635271 -0.100544 7.917066 0.175115
0.637275 -0.100401 7.954591 0.175166
0.639279 -0.100243 7.992120 0.175221
0.641283 -0.100080 8.029668 0.175277
0.643287 -0.099922 8.067212 0.175318
0.645291 -0.099740 8.104750 0.175347
0.647295 -0.099579 8.142306 0.175372
0.649299 -0.099402 8.179853 0.175397
0.651303 -0.099214 8.217401 0.175416
0.653307 -0.099023 8.254945 0.175445
0.655311 -0.098820 8.292488 0.175484
0.657315 -0.098612 8.330037 0.175527
0.659319 -0.098390 8.367568 0.175562
0.661323 -0.098181 8.405084 0.175599
0.663327 -0.097986 8.442608 0.175643
0.665331 -0.097787 8.480120 0.175700
0.667335 -0.097573 8.517644 0.175763
0.669339 -0.097338 8.555170 0.175834
0.671343 -0.097098 8.592697 0.175912
0.673347 -0.096862 8.630217 0.175990
0.675351 -0.096641 8.667743 0.176070
0.677355 -0.096433 8.705280 0.176155
0.679359 -0.096214 8.742830 0.176245
0.681363 -0.096013 8.780392 0.176336
0.683367 -0.095817 8.817950 0.176424
0.685371 -0.095637 8.855482 0.176523
0.687375 -0.095451 8.892990 0.176614
0.689379 -0.095261 8.930513 0.176708
0.691383 -0.095063 8.963878 0.176819
0.693387 -0.094852 8.997239 0.176914
0.695391 -0.094629 9.030590 0.177012
0.697395 -0.094415 9.063938 0.177112
0.699399 -0.094226 9.097285 0.177194
0.701403 -0.094032 9.130621 0.177280
0.703407 -0.093834 9.163944 0.177371
0.705411 -0.093653 9.197296 0.177465
0.707415 -0.093472 9.230636 0.177567
0.709419 -0.093303 9.263975 0.177666
0.711423 -0.093142 9.297295 0.177763
0.713427 -0.092982 9.330605 0.177870
0.715431 -0.092841 9.363912 0.177993
0.717435 -0.092713 9.397216 0.178092
0.719439 -0.092574 9.430533 0.178178
0.721443 -0.092438 9.463849 0.178250
0.723447 -0.092292 9.497168 0.178313
0.725451 -0.092142 9.530514 0.178360
0.727455 -0.092014 9.563864 0.178420
0.729459 -0.091889 9.597213 0.178494
0.731463 -0.091752 9.630557 0.178562
0.733467 -0.091601 9.663889 0.178616
0.735471 -0.091432 9.697215 0.178664
0.737475 -0.091267 9.730527 0.178722
0.739479 -0.091074 9.763834 0.178797
0.741483 -0.090869 9.797136 0.178871
0.743487 -0.090665 9.830437 0.178947
0.745491 -0.090453 9.863739 0.179023
0.747495 -0.090270 9.897040 0.179125
0.749499 -0.090082 9.930329 0.179229
0.751503 -0.089884 9.963620 0.179318
0.753507 -0.089706 9.996894 0.179410
0.755511 -0.089518 10.030174 0.179506
0.757515 -0.089337 10.063438 0.179610
0.759519 -0.089150 10.096702 0.179717
0.761523 -0.088951 10.129958 0.179829
0.763527 -0.088748 10.163236 0.179956
0.765531 -0.088520 10.196515 0.180058
0.767535 -0.088293 10.229780 0.180153
0.769539 -0.088073 10.263037 0.180253
0.771543 -0.087830 10.296302 0.180349
0.773547 -0.087585 10.329549 0.180452
0.775551 -0.087344 10.362805 0.180557
0.777555 -0.087122 10.396056 0.180653
0.779559 -0.086890 10.429296 0.180756
0.781563 -0.086654 10.449769 0.180851
0.783567 -0.086432 10.470259 0.180965
0.785571 -0.086204 10.490750 0.181095
0.787575 -0.085967 10.511261 0.181229
0.789579 -0.085730 10.531746 0.181335
0.791583 -0.085491 10.552229 0.181445
0.793587 -0.085251 10.572695 0.181566
0.795591 -0.085024 10.593158 0.181678
0.797595 -0.084781 10.613608 0.181780
0.799599 -0.084545 10.634072 0.181862
0.801603 -0.084328 10.654556 0.181927
0.803607 -0.084113 10.675030 0.181980
0.805611 -0.083903 10.695503 0.182030
0.807615 -0.083693 10.715973 0.182067
0.809619 -0.083494 10.736463 0.182096
0.811623 -0.083285 10.756935 0.182131
0.813627 -0.083060 10.777408 0.182171
0.815631 -0.082844 10.797881 0.182209
0.817635 -0.082641 10.818364 0.182236
0.819639 -0.082452 10.838841 0.182249
0.821643 -0.082265 10.859344 0.182261
0.823647 -0.082064 10.879818 0.182259
0.825651 -0.081882 10.900297 0.182252
0.827655 -0.081698 10.920773 0.182250
0.829659 -0.081493 10.941236 0.182244
0.831663 -0.081275 10.961693 0.182239
0.833667 -0.081045 10.982153 0.182240
0.835671 -0.080825 11.002615 0.182250
0.837675 -0.080617 11.023081 0.182260
0.839679 -0.080400 11.043554 0.182281
0.841683 -0.080187 11.064017 0.182290
0.843687 -0.079955 11.084461 0.182298
0.845691 -0.079726 11.104904 0.182303
0.847695 -0.079515 11.125367 0.182307
0.849699 -0.079309 11.145832 0.182341
0.851703 -0.079101 11.166313 0.182365
0.853707 -0.078913 11.186785 0.182403
0.855711 -0.078728 11.207258 0.182431
0.857715 -0.078551 11.227736 0.182440
0.859719 -0.078397 11.248214 0.182447
0.861723 -0.078255 11.268712 0.182474
0.863727 -0.078120 11.289207 0.182509
0.865731 -0.078009 11.309706 0.182554
0.867735 -0.077900 11.330207 0.182589
0.869739 -0.077799 11.350709 0.182618
0.871743 -0.077694 11.371219 0.182653
0.873747 -0.077592 11.391742 0.182682
0.875752 -0.077478 11.412244 0.182700
0.877756 -0.077361 11.432750 0.182722
0.879760 -0.077244 11.453271 0.182761
0.881764 -0.077142 11.473791 0.182788
0.883768 -0.077044 11.494329 0.182807
0.885772 -0.076957 11.514854 0.182849
0.887776 -0.076872 11.535380 0.182897
0.889780 -0.076786 11.555889 0.182944
0.891784 -0.076721 11.576405 0.182988
0.893788 -0.076659 11.596924 0.183012
0.895792 -0.076585 11.617436 0.183022
0.897796 -0.076517 11.637938 0.183018
0.899800 -0.076448 11.658439 0.183031
0.901804 -0.076382 11.678939 0.183057
0.903808 -0.076310 11.699431 0.183100
0.905812 -0.076221 11.719917 0.183141
0.907816 -0.076158 11.740417 0.183169
0.909820 -0.076081 11.760909 0.183188
0.911824 -0.076006 11.781403 0.183195
0.913828 -0.075943 11.801887 0.183201
0.915832 -0.075875 11.822384 0.183209
0.917836 -0.075800 11.842889 0.183225
0.919840 -0.075725 11.863405 0.183230
0.921844 -0.075664 11.883920 0.183231
0.923848 -0.075604 11.904450 0.183232
0.925852 -0.075555 11.924961 0.183244
0.927856 -0.075487 11.965451 0.183265
0.929860 -0.075418 12.005938 0.183274
0.931864 -0.075343 12.046410 0.183259
0.933868 -0.075257 12.086873 0.183254
0.935872 -0.075151 12.127327 0.183236
0.937876 -0.075050 12.167784 0.183216
0.939880 -0.074975 12.208232 0.183191
0.941884 -0.074874 12.248672 0.183159
0.943888 -0.074770 12.289083 0.183122
0.945892 -0.074657 12.329496 0.183074
0.947896 -0.074540 12.369910 0.183021
0.949900 -0.074437 12.410310 0.182969
0.951904 -0.074325 12.450698 0.182930
0.953908 -0.074224 12.491081 0.182899
0.955912 -0.074125 12.531462 0.182880
0.957916 -0.074031 12.571859 0.182852
0.959920 -0.073957 12.612270 0.182816
0.961924 -0.073870 12.652684 0.182780
0.963928 -0.073787 12.693077 0.182742
0.965932 -0.073688 12.733465 0.182712
0.967936 -0.073580 12.773845 0.182681
0.969940 -0.073474 12.814211 0.182667
0.971944 -0.073374 12.854564 0.182637
0.973948 -0.073269 12.894917 0.182614
0.975952 -0.073151 12.935274 0.182604
0.977956 -0.073045 12.975649 0.182588
0.979960 -0.072927 13.016031 0.182563
0.981964 -0.072796 13.056396 0.182550
0.983968 -0.072656 13.096758 0.182524
0.985972 -0.072517 13.137110 0.182509
0.987976 -0.072371 13.177462 0.182495
0.989980 -0.072223 13.217827 0.182473
0.991984 -0.072075 13.258201 0.182447
0.993988 -0.071931 13.298569 0.182423
0.995992 -0.071791 13.338933 0.182408
0.997996 -0.071641 13.379297 0.182390
1.000000 -0.071497 13.419663 0.182383
