Time p_x p_y p_z
0.186373 -0.078100 3.263108 -0.083855
0.188377 -0.078168 3.277696 -0.083860
0.190381 -0.078237 3.292286 -0.083868
0.192385 -0.078306 3.306883 -0.083877
0.194389 -0.078371 3.321500 -0.083896
0.196393 -0.078426 3.336100 -0.083897
0.198397 -0.078479 3.350706 -0.083885
0.200401 -0.078539 3.365308 -0.083866
0.202405 -0.078600 3.379918 -0.083843
0.204409 -0.078665 3.394524 -0.083813
0.206413 -0.078731 3.409113 -0.083788
0.208417 -0.078822 3.423720 -0.083765
0.210421 -0.078942 3.438337 -0.083769
0.212425 -0.079071 3.452946 -0.083752
0.214429 -0.079213 3.467562 -0.083740
0.216433 -0.079345 3.482186 -0.083732
0.218437 -0.079499 3.496809 -0.083713
0.220441 -0.079648 3.511436 -0.083702
0.222445 -0.079791 3.526084 -0.083697
0.224449 -0.079939 3.540722 -0.083699
0.226453 -0.080087 3.555367 -0.083691
0.228457 -0.080232 3.570005 -0.083693
0.230461 -0.080383 3.584650 -0.083695
0.232465 -0.080537 3.599312 -0.083708
0.234469 -0.080698 3.613974 -0.083714
0.236473 -0.080853 3.628635 -0.083737
0.238477 -0.081008 3.643276 -0.083765
0.240481 -0.081148 3.657928 -0.083813
0.242485 -0.081301 3.672576 -0.083880
0.244489 -0.081467 3.687252 -0.083943
0.246493 -0.081620 3.701922 -0.083993
0.248497 -0.081774 3.716597 -0.084038
0.250501 -0.081932 3.731276 -0.084095
0.252505 -0.082081 3.745960 -0.084184
0.254509 -0.082216 3.760649 -0.084272
0.256513 -0.082355 3.775341 -0.084357
0.258517 -0.082486 3.790026 -0.084440
0.260521 -0.082619 3.804702 -0.084535
0.262525 -0.082747 3.819369 -0.084635
0.264529 -0.082868 3.834027 -0.084740
0.266533 -0.082994 3.848684 -0.084833
0.268537 -0.083146 3.863345 -0.084921
0.270541 -0.083288 3.878010 -0.084991
0.272545 -0.083432 3.892675 -0.085026
0.274549 -0.083554 3.907359 -0.085058
0.276553 -0.083670 3.922045 -0.085090
0.278557 -0.083786 3.936731 -0.085123
0.280561 -0.083903 3.951421 -0.085155
0.282565 -0.084042 3.966128 -0.085173
0.284569 -0.084169 3.980829 -0.085207
0.286573 -0.084308 3.995524 -0.085243
0.288577 -0.084444 4.010200 -0.085280
0.290581 -0.084551 4.024875 -0.085318
0.292585 -0.084671 4.039549 -0.085354
0.294589 -0.084796 4.054240 -0.085396
0.296593 -0.084942 4.068945 -0.085426
0.298597 -0.085086 4.083659 -0.085420
0.300601 -0.085257 4.098374 -0.085422
0.302605 -0.085443 4.113088 -0.085424
0.304609 -0.085603 4.127794 -0.085437
0.306613 -0.085757 4.142501 -0.085448
0.308617 -0.085909 4.157210 -0.085454
0.310621 -0.086060 4.171900 -0.085469
0.312625 -0.086193 4.186614 -0.085480
0.314629 -0.086333 4.201328 -0.085486
0.316633 -0.086466 4.216029 -0.085494
0.318637 -0.086595 4.230728 -0.085508
0.320641 -0.086731 4.245433 -0.085521
0.322645 -0.086879 4.260125 -0.085533
0.324649 -0.087051 4.274830 -0.085528
0.326653 -0.087225 4.289521 -0.085504
0.328657 -0.087412 4.304208 -0.085486
0.330661 -0.087615 4.318909 -0.085458
0.332665 -0.087822 4.333606 -0.085436
0.334669 -0.088007 4.344603 -0.085414
0.336673 -0.088167 4.355587 -0.085384
0.338677 -0.088317 4.366561 -0.085353
0.340681 -0.088458 4.377536 -0.085334
0.342685 -0.088616 4.388517 -0.085309
0.344689 -0.088762 4.399494 -0.085294
0.346693 -0.088914 4.410474 -0.085286
0.348697 -0.089072 4.421441 -0.085273
0.350701 -0.089241 4.432405 -0.085247
0.352705 -0.089411 4.443376 -0.085212
0.354709 -0.089590 4.454344 -0.085172
0.356713 -0.089763 4.465308 -0.085138
0.358717 -0.089914 4.476270 -0.085103
0.360721 -0.090075 4.487219 -0.085071
0.362725 -0.090220 4.498175 -0.085043
0.364729 -0.090364 4.509133 -0.085004
0.366733 -0.090511 4.520084 -0.084964
0.368737 -0.090664 4.531038 -0.084930
0.370741 -0.090802 4.541988 -0.084900
0.372745 -0.090951 4.552935 -0.084878
0.374749 -0.091089 4.563880 -0.084861
0.376754 -0.091224 4.574831 -0.084849
0.378758 -0.091343 4.585782 -0.084817
0.380762 -0.091476 4.596731 -0.084796
0.382766 -0.091605 4.607676 -0.084784
0.384770 -0.091728 4.618646 -0.084778
0.386774 -0.091846 4.629616 -0.084775
0.388778 -0.091970 4.640585 -0.084776
0.390782 -0.092076 4.651543 -0.084776
0.392786 -0.092182 4.662506 -0.084781
0.394790 -0.092283 4.673469 -0.084783
0.396794 -0.092385 4.684423 -0.084801
0.398798 -0.092478 4.695386 -0.084823
0.400802 -0.092548 4.706340 -0.084803
0.402806 -0.092614 4.717312 -0.084795
0.404810 -0.092659 4.728295 -0.084783
0.406814 -0.092696 4.739287 -0.084773
0.408818 -0.092736 4.750278 -0.084750
0.410822 -0.092772 4.761273 -0.084723
0.412826 -0.092808 4.772253 -0.084704
0.414830 -0.092848 4.783227 -0.084676
0.416834 -0.092888 4.794190 -0.084632
0.418838 -0.092912 4.805149 -0.084606
0.420842 -0.092949 4.816096 -0.084587
0.422846 -0.092982 4.827043 -0.084580
0.424850 -0.093005 4.837989 -0.084576
0.426854 -0.093032 4.848953 -0.084569
0.428858 -0.093041 4.859940 -0.084549
0.430862 -0.093050 4.870921 -0.084543
0.432866 -0.093051 4.881909 -0.084525
0.434870 -0.093041 4.892887 -0.084509
0.436874 -0.093032 4.903858 -0.084485
0.438878 -0.092998 4.914821 -0.084453
0.440882 -0.092946 4.925771 -0.084420
0.442886 -0.092882 4.936711 -0.084374
0.444890 -0.092812 4.947639 -0.084317
0.446894 -0.092736 4.958571 -0.084265
0.448898 -0.092656 4.969503 -0.084206
0.450902 -0.092604 4.980441 -0.084146
0.452906 -0.092549 4.991369 -0.084103
0.454910 -0.092473 5.002294 -0.084055
0.456914 -0.092405 5.013214 -0.084007
0.458918 -0.092342 5.024132 -0.083946
0.460922 -0.092304 5.035070 -0.083905
0.462926 -0.092263 5.046000 -0.083865
0.464930 -0.092211 5.056926 -0.083813
0.466934 -0.092173 5.067847 -0.083749
0.468938 -0.092153 5.078750 -0.083687
0.470942 -0.092128 5.089637 -0.083635
0.472946 -0.092104 5.100505 -0.083585
0.474950 -0.092080 5.111368 -0.083548
0.476954 -0.092057 5.122228 -0.083489
0.478958 -0.092027 5.133072 -0.083423
0.480962 -0.092002 5.143933 -0.083345
0.482966 -0.091973 5.154788 -0.083254
0.484970 -0.091940 5.165644 -0.083169
0.486974 -0.091925 5.176513 -0.083086
0.488978 -0.091923 5.187388 -0.083007
0.490982 -0.091931 5.198266 -0.082921
0.492986 -0.091943 5.209142 -0.082837
0.494990 -0.091949 5.220021 -0.082724
0.496994 -0.091947 5.230891 -0.082615
0.498998 -0.091951 5.241793 -0.082517
0.501002 -0.091952 5.252682 -0.082437
0.503006 -0.091939 5.263556 -0.082356
0.505010 -0.091951 5.274453 -0.082239
0.507014 -0.091965 5.285352 -0.082142
0.509018 -0.091991 5.296254 -0.082043
0.511022 -0.091998 5.307156 -0.081938
0.513026 -0.092007 5.318053 -0.081828
0.515030 -0.092018 5.328958 -0.081736
0.517034 -0.092013 5.339849 -0.081636
0.519038 -0.092005 5.350746 -0.081537
0.521042 -0.091980 5.361642 -0.081432
0.523046 -0.091943 5.372526 -0.081349
0.525050 -0.091918 5.383421 -0.081269
0.527054 -0.091894 5.394307 -0.081194
0.529058 -0.091863 5.405181 -0.081142
0.531062 -0.091827 5.416051 -0.081081
0.533066 -0.091798 5.426928 -0.081013
0.535070 -0.091773 5.437786 -0.080952
0.537074 -0.091742 5.448649 -0.080892
0.539078 -0.091701 5.459489 -0.080842
0.541082 -0.091667 5.470359 -0.080803
0.543086 -0.091630 5.481232 -0.080764
0.545090 -0.091589 5.492094 -0.080748
0.547094 -0.091552 5.502968 -0.080747
0.549098 -0.091528 5.513833 -0.080755
0.551102 -0.091487 5.524694 -0.080756
0.553106 -0.091453 5.535562 -0.080750
0.555110 -0.091430 5.546411 -0.080741
0.557114 -0.091412 5.557261 -0.080715
0.559118 -0.091405 5.568114 -0.080690
0.561122 -0.091393 5.578959 -0.080666
0.563126 -0.091393 5.589798 -0.080619
0.565130 -0.091389 5.600651 -0.080573
0.567134 -0.091384 5.611503 -0.080528
0.569138 -0.091385 5.622343 -0.080495
0.571142 -0.091381 5.633190 -0.080452
0.573146 -0.091382 5.644038 -0.080413
0.575150 -0.091381 5.654874 -0.080383
0.577154 -0.091385 5.665708 -0.080370
0.579158 -0.091385 5.676540 -0.080361
0.581162 -0.091369 5.687391 -0.080336
0.583166 -0.091349 5.698254 -0.080309
0.585170 -0.091323 5.709125 -0.080271
0.587174 -0.091276 5.720004 -0.080232
0.589178 -0.091234 5.730883 -0.080190
0.591182 -0.091193 5.741755 -0.080142
0.593186 -0.091139 5.752622 -0.080111
0.595190 -0.091087 5.763497 -0.080084
0.597194 -0.091050 5.774360 -0.080057
0.599198 -0.091010 5.785219 -0.080014
0.601202 -0.090968 5.796095 -0.079985
0.603206 -0.090933 5.806965 -0.079955
0.605210 -0.090879 5.817852 -0.079928
0.607214 -0.090833 6.567710 -0.079900
0.609218 -0.090790 7.317558 -0.079862
0.611222 -0.090740 7.354902 -0.079837
0.613226 -0.090693 7.392250 -0.079810
0.615230 -0.090654 7.429601 -0.079760
0.617234 -0.090618 7.466958 -0.079723
0.619238 -0.090587 7.504304 -0.079700
0.621242 -0.090547 7.541669 -0.079655
0.623246 -0.090508 7.579026 -0.079618
0.625251 -0.090477 7.616382 -0.079596
0.627255 -0.090438 7.653733 -0.079588
0.629259 -0.090390 7.691079 -0.079587
0.631263 -0.090341 7.728426 -0.079593
0.633267 -0.090287 7.765763 -0.079604
0.635271 -0.090217 7.803081 -0.079620
0.637275 -0.090122 7.840398 -0.079646
0.639279 -0.090024 7.877724 -0.079655
0.641283 -0.089929 7.915054 -0.079672
0.643287 -0.089815 7.952395 -0.079676
0.645291 -0.089709 7.989741 -0.079685
0.647295 -0.089612 8.027080 -0.079694
0.649299 -0.089502 8.064437 -0.079698
0.651303 -0.089407 8.101791 -0.079698
0.653307 -0.089320 8.139137 -0.079721
0.655311 -0.089227 8.176478 -0.079745
0.657315 -0.089144 8.213818 -0.079772
0.659319 -0.089085 8.251162 -0.079793
0.661323 -0.089006 8.288501 -0.079812
0.663327 -0.088928 8.325851 -0.079840
0.665331 -0.088846 8.363192 -0.079872
0.667335 -0.088765 8.400519 -0.079899
0.669339 -0.088696 8.437865 -0.079944
0.671343 -0.088623 8.475203 -0.079988
0.673347 -0.088537 8.512543 -0.080033
0.675351 -0.088450 8.549905 -0.080082
0.677355 -0.088349 8.587263 -0.080129
0.679359 -0.088254 8.624635 -0.080186
0.681363 -0.088159 8.662018 -0.080226
0.683367 -0.088078 8.699419 -0.080266
0.685371 -0.088010 8.736823 -0.080317
0.687375 -0.087943 8.774212 -0.080372
0.689379 -0.087880 8.811585 -0.080449
0.691383 -0.087807 8.844775 -0.080528
0.693387 -0.087740 8.877981 -0.080595
0.695391 -0.087669 8.911186 -0.080663
0.697395 -0.087603 8.944380 -0.080708
0.699399 -0.087523 8.977551 -0.080752
0.701403 -0.087467 9.010732 -0.080782
0.703407 -0.087406 9.043927 -0.080828
0.705411 -0.087340 9.077130 -0.080869
0.707415 -0.087270 9.110350 -0.080905
0.709419 -0.087188 9.143583 -0.080936
0.711423 -0.087109 9.176822 -0.080955
0.713427 -0.087035 9.210054 -0.080982
0.715431 -0.086963 9.243292 -0.081013
0.717435 -0.086891 9.276545 -0.081033
0.719439 -0.086832 9.309815 -0.081055
0.721443 -0.086797 9.343094 -0.081070
0.723447 -0.086753 9.376351 -0.081083
0.725451 -0.086705 9.409591 -0.081106
0.727455 -0.086661 9.442827 -0.081124
0.729459 -0.086621 9.476064 -0.081125
0.731463 -0.086584 9.509292 -0.081119
0.733467 -0.086538 9.542531 -0.081116
0.735471 -0.086507 9.575775 -0.081132
0.737475 -0.086473 9.609016 -0.081139
0.739479 -0.086431 9.642252 -0.081144
0.741483 -0.086396 9.675480 -0.081143
0.743487 -0.086371 9.708730 -0.081159
0.745491 -0.086343 9.741982 -0.081184
0.747495 -0.086302 9.775206 -0.081212
0.749499 -0.086250 9.808433 -0.081242
0.751503 -0.086197 9.841677 -0.081264
0.753507 -0.086167 9.874925 -0.081297
0.755511 -0.086124 9.908181 -0.081338
0.757515 -0.086059 9.941438 -0.081358
0.759519 -0.085993 9.974687 -0.081390
0.761523 -0.085934 10.007950 -0.081408
0.763527 -0.085897 10.041220 -0.081399
0.765531 -0.085879 10.074506 -0.081390
0.767535 -0.085860 10.107799 -0.081370
0.769539 -0.085839 10.141082 -0.081339
0.771543 -0.085812 10.174365 -0.081310
0.773547 -0.085806 10.207643 -0.081262
0.775551 -0.085803 10.240921 -0.081218
0.777555 -0.085800 10.274206 -0.081178
0.779559 -0.085786 10.307494 -0.081130
0.781563 -0.085774 10.328002 -0.081078
0.783567 -0.085774 10.348496 -0.081013
0.785571 -0.085771 10.368979 -0.080949
0.787575 -0.085803 10.389457 -0.080890
0.789579 -0.085853 10.409928 -0.080832
0.791583 -0.085903 10.430407 -0.080784
0.793587 -0.085965 10.450894 -0.080732
0.795591 -0.086008 10.471371 -0.080691
0.797595 -0.086038 10.491846 -0.080668
0.799599 -0.086076 10.512311 -0.080666
0.801603 -0.086120 10.532772 -0.080653
0.803607 -0.086129 10.553232 -0.080654
0.805611 -0.086143 10.573682 -0.080649
0.807615 -0.086163 10.594143 -0.080638
0.809619 -0.086191 10.614597 -0.080623
0.811623 -0.086210 10.635043 -0.080604
0.813627 -0.086222 10.655508 -0.080580
0.815631 -0.086219 10.675970 -0.080555
0.817635 -0.086219 10.696414 -0.080538
0.819639 -0.086195 10.716846 -0.080512
0.821643 -0.086176 10.737276 -0.080484
0.823647 -0.086159 10.757690 -0.080457
0.825651 -0.086129 10.778105 -0.080424
0.827655 -0.086104 10.798543 -0.080393
0.829659 -0.086074 10.819002 -0.080357
0.831663 -0.086039 10.839454 -0.080320
0.833667 -0.086015 10.859928 -0.080292
0.835671 -0.085997 10.880397 -0.080276
0.837675 -0.085986 10.900851 -0.080265
0.839679 -0.085962 10.921301 -0.080253
0.841683 -0.085918 10.941771 -0.080247
0.843687 -0.085881 10.962240 -0.080208
0.845691 -0.085839 10.982714 -0.080168
0.847695 -0.085802 11.003187 -0.080133
0.849699 -0.085774 11.023657 -0.080102
0.851703 -0.085747 11.044121 -0.080085
0.853707 -0.085712 11.064568 -0.080090
0.855711 -0.085680 11.085009 -0.080091
0.857715 -0.085644 11.105460 -0.080082
0.859719 -0.085614 11.125929 -0.080073
0.861723 -0.085567 11.146399 -0.080058
0.863727 -0.085527 11.166869 -0.080069
0.865731 -0.085493 11.187337 -0.080094
0.867735 -0.085468 11.207812 -0.080105
0.869739 -0.085445 11.228292 -0.080129
0.871743 -0.085424 11.248774 -0.080142
0.873747 -0.085406 11.269239 -0.080169
0.875752 -0.085394 11.289705 -0.080165
0.877756 -0.085363 11.310175 -0.080171
0.879760 -0.085338 11.330630 -0.080172
0.881764 -0.085318 11.351080 -0.080184
0.883768 -0.085306 11.371539 -0.080207
0.885772 -0.085295 11.392024 -0.080215
0.887776 -0.085286 11.412516 -0.080231
0.889780 -0.085264 11.433000 -0.080248
0.891784 -0.085251 11.453490 -0.080267
0.893788 -0.085240 11.473968 -0.080276
0.895792 -0.085212 11.494453 -0.080284
0.897796 -0.085189 11.514947 -0.080294
0.899800 -0.085165 11.535436 -0.080308
0.901804 -0.085135 11.555935 -0.080331
0.903808 -0.085112 11.576416 -0.080378
0.905812 -0.085080 11.596922 -0.080421
0.907816 -0.085048 11.617430 -0.080458
0.909820 -0.085036 11.637937 -0.080485
0.911824 -0.085016 11.658446 -0.080515
0.913828 -0.085001 11.678944 -0.080538
0.915832 -0.084974 11.699433 -0.080561
0.917836 -0.084973 11.719917 -0.080584
0.919840 -0.084978 11.740374 -0.080595
0.921844 -0.084970 11.760814 -0.080610
0.923848 -0.084961 11.781254 -0.080627
0.925852 -0.084954 11.801702 -0.080651
0.927856 -0.084941 11.842137 -0.080688
0.929860 -0.084927 11.882571 -0.080746
0.931864 -0.084914 11.923025 -0.080796
0.933868 -0.084893 11.963471 -0.080838
0.935872 -0.084881 12.003908 -0.080872
0.937876 -0.084877 12.044339 -0.080900
0.939880 -0.084885 12.084769 -0.080919
0.941884 -0.084890 12.125213 -0.080933
0.943888 -0.084898 12.165643 -0.080945
0.945892 -0.084899 12.206099 -0.080959
0.947896 -0.084904 12.246545 -0.080993
0.949900 -0.084899 12.286982 -0.081019
0.951904 -0.084885 12.327410 -0.081050
0.953908 -0.084881 12.367843 -0.081075
0.955912 -0.084878 12.408263 -0.081103
0.957916 -0.084880 12.448682 -0.081139
0.959920 -0.084908 12.489110 -0.081164
0.961924 -0.084927 12.529519 -0.081196
0.963928 -0.084969 12.569919 -0.081220
0.965932 -0.085015 12.610318 -0.081244
0.967936 -0.085049 12.650722 -0.081268
0.969940 -0.085088 12.691127 -0.081302
0.971944 -0.085123 12.731525 -0.081334
0.973948 -0.085153 12.771919 -0.081368
0.975952 -0.085193 12.812296 -0.081400
0.977956 -0.085212 12.852654 -0.081427
0.979960 -0.085241 12.893028 -0.081444
0.981964 -0.085272 12.933418 -0.081466
0.983968 -0.085297 12.973801 -0.081497
0.985972 -0.085347 13.014186 -0.081534
0.987976 -0.085406 13.054583 -0.081566
0.989980 -0.085449 13.094975 -0.081605
0.991984 -0.085478 13.135378 -0.081658
0.993988 -0.085502 13.175781 -0.081707
0.995992 -0.085507 13.216198 -0.081745
0.997996 -0.085500 13.256608 -0.081769
1.000000 -0.085510 13.297013 -0.081789
