Time p_x p_y 
0.148297 0.238557 -0.197313 
0.150301 0.238459 -0.148855 
0.152305 0.238384 -0.157361 
0.154309 0.238306 -0.139581 
0.156313 0.238236 -0.160737 
0.158317 0.238155 -0.141290 
0.160321 0.238085 -0.121345 
0.162325 0.238024 -0.105449 
0.164329 0.237971 -0.097254 
0.166333 0.237923 -0.138187 
0.168337 0.237854 -0.141445 
0.170341 0.237783 -0.128087 
0.172345 0.237719 -0.168643 
0.174349 0.237635 -0.178082 
0.176353 0.237546 -0.151370 
0.178357 0.237470 -0.150698 
0.180361 0.237395 -0.120454 
0.182365 0.237334 -0.128122 
0.184369 0.237270 -0.100523 
0.186373 0.237220 -0.097066 
0.188377 0.237171 -0.082018 
0.190381 0.237130 -0.114384 
0.192385 0.237073 -0.147574 
0.194389 0.236999 -0.136740 
0.196393 0.236931 -0.144854 
0.198397 0.236859 -0.185753 
0.200401 0.236766 -0.195945 
0.202405 0.236668 -0.203951 
0.204409 0.236566 -0.223114 
0.206413 0.236454 -0.251032 
0.208417 0.236329 -0.246094 
0.210421 0.236206 -0.238613 
0.212425 0.236086 -0.256586 
0.214429 0.235958 -0.227004 
0.216433 0.235845 -0.237939 
0.218437 0.235726 -0.282259 
0.220441 0.235584 -0.281750 
0.222445 0.235444 -0.263560 
0.224449 0.235312 -0.306004 
0.226453 0.235159 -0.264011 
0.228457 0.235027 -0.270526 
0.230461 0.234892 -0.288937 
0.232465 0.234747 -0.282593 
0.234469 0.234606 -0.294661 
0.236473 0.234458 -0.273422 
0.238477 0.234322 -0.243739 
0.240481 0.234200 -0.233986 
0.242485 0.234083 -0.234143 
0.244489 0.233966 -0.272263 
0.246493 0.233830 -0.289354 
0.248497 0.233685 -0.288868 
0.250501 0.233541 -0.333552 
0.252505 0.233374 -0.357096 
0.254509 0.233195 -0.353717 
0.256513 0.233018 -0.381230 
0.258517 0.232828 -0.398427 
0.260521 0.232629 -0.391633 
0.262525 0.232433 -0.387344 
0.264529 0.232239 -0.384642 
0.266533 0.232047 -0.330013 
0.268537 0.231882 -0.315000 
0.270541 0.231724 -0.330185 
0.272545 0.231559 -0.329082 
0.274549 0.231395 -0.303115 
0.276553 0.231243 -0.262668 
0.278557 0.231112 -0.247379 
0.280561 0.230988 -0.264803 
0.282565 0.230856 -0.249492 
0.284569 0.230731 -0.236810 
0.286573 0.230612 -0.225098 
0.288577 0.230500 -0.226337 
0.290581 0.230387 -0.231248 
0.292585 0.230271 -0.229116 
0.294589 0.230157 -0.242544 
0.296593 0.230035 -0.229284 
0.298597 0.229921 -0.230454 
0.300601 0.229805 -0.200714 
0.302605 0.229705 -0.184093 
0.304609 0.229613 -0.179092 
0.306613 0.229524 -0.149381 
0.308617 0.229449 -0.130042 
0.310621 0.229384 -0.122525 
0.312625 0.229323 -0.142976 
0.314629 0.229251 -0.113258 
0.316633 0.229194 -0.116177 
0.318637 0.229136 -0.124131 
0.320641 0.229074 -0.123545 
0.322645 0.229012 -0.099745 
0.324649 0.228963 -0.097193 
0.326653 0.228914 -0.122708 
0.328657 0.228853 -0.129076 
0.330661 0.228788 -0.147188 
0.332665 0.228715 -0.153342 
0.334669 0.228638 -0.181395 
0.336673 0.228547 -0.173500 
0.338677 0.228460 -0.181273 
0.340681 0.228370 -0.201097 
0.342685 0.228269 -0.214145 
0.344689 0.228162 -0.185783 
0.346693 0.228069 -0.212563 
0.348697 0.227963 -0.201740 
0.350701 0.227862 -0.198013 
0.352705 0.227763 -0.224755 
0.354709 0.227651 -0.223899 
0.356713 0.227539 -0.244631 
0.358717 0.227416 -0.225972 
0.360721 0.227303 -0.213685 
0.362725 0.227197 -0.216346 
0.364729 0.227088 -0.238509 
0.366733 0.226969 -0.250168 
0.368737 0.226844 -0.261337 
0.370741 0.226713 -0.253638 
0.372745 0.226587 -0.225800 
0.374749 0.226474 -0.208874 
0.376754 0.226369 -0.218874 
0.378758 0.226260 -0.261021 
0.380762 0.226129 -0.277501 
0.382766 0.225991 -0.269634 
0.384770 0.225856 -0.293383 
0.386774 0.225709 -0.293512 
0.388778 0.225562 -0.260596 
0.390782 0.225432 -0.224275 
0.392786 0.225320 -0.220383 
0.394790 0.225210 -0.180850 
0.396794 0.225119 -0.168163 
0.398798 0.225035 -0.152371 
0.400802 0.224959 -0.139992 
0.402806 0.224889 -0.151087 
0.404810 0.224813 -0.146770 
0.406814 0.224740 -0.135260 
0.408818 0.224672 -0.108822 
0.410822 0.224618 -0.166399 
0.412826 0.224535 -0.185554 
0.414830 0.224442 -0.154600 
0.416834 0.224365 -0.140086 
0.418838 0.224295 -0.135283 
0.420842 0.224227 -0.123667 
0.422846 0.224165 -0.097281 
0.424850 0.224117 -0.118499 
0.426854 0.224057 -0.109382 
0.428858 0.224003 -0.151518 
0.430862 0.223927 -0.148627 
0.432866 0.223853 -0.146539 
0.434870 0.223779 -0.118428 
0.436874 0.223720 -0.134930 
0.438878 0.223653 -0.122800 
0.440882 0.223591 -0.101497 
0.442886 0.223541 -0.117376 
0.444890 0.223482 -0.110479 
0.446894 0.223427 -0.109461 
0.448898 0.223372 -0.113421 
0.450902 0.223315 -0.124633 
0.452906 0.223253 -0.139509 
0.454910 0.223183 -0.165688 
0.456914 0.223100 -0.176102 
0.458918 0.223012 -0.196949 
0.460922 0.222914 -0.198026 
0.462926 0.222815 -0.163074 
0.464930 0.222733 -0.169753 
0.466934 0.222648 -0.148078 
0.468938 0.222574 -0.137224 
0.470942 0.222506 -0.107086 
0.472946 0.222452 -0.107299 
0.474950 0.222398 -0.109590 
0.476954 0.222344 -0.113039 
0.478958 0.222287 -0.140328 
0.480962 0.222217 -0.094937 
0.482966 0.222169 -0.126915 
0.484970 0.222106 -0.129748 
0.486974 0.222041 -0.138001 
0.488978 0.221972 -0.136411 
0.490982 0.221904 -0.168469 
0.492986 0.221820 -0.151109 
0.494990 0.221744 -0.152126 
0.496994 0.221668 -0.157298 
0.498998 0.221589 -0.125556 
0.501002 0.221527 -0.110527 
0.503006 0.221471 -0.072154 
0.505010 0.221435 -0.042831 
0.507014 0.221414 -0.055142 
0.509018 0.221386 -0.060935 
0.511022 0.221356 -0.033117 
0.513026 0.221339 -0.042521 
0.515030 0.221318 -0.044275 
0.517034 0.221296 -0.054387 
0.519038 0.221269 -0.045124 
0.521042 0.221246 -0.021152 
0.523046 0.221236 -0.034843 
0.525050 0.221218 -0.046137 
0.527054 0.221195 -0.024880 
0.529058 0.221183 0.013288 
0.531062 0.221189 0.034505 
0.533066 0.221207 0.003722 
0.535070 0.221208 0.002116 
0.537074 0.221209 0.009073 
0.539078 0.221214 0.010625 
0.541082 0.221219 -0.001278 
0.543086 0.221219 -0.040613 
0.545090 0.221198 -0.013689 
0.547094 0.221192 0.009979 
0.549098 0.221197 0.026079 
0.551102 0.221210 0.017557 
0.553106 0.221218 -0.011910 
0.555110 0.221212 0.001072 
0.557114 0.221213 -0.018255 
0.559118 0.221204 -0.023680 
0.561122 0.221192 0.004201 
0.563126 0.221194 0.025635 
0.565130 0.221207 0.018206 
0.567134 0.221216 0.026328 
0.569138 0.221229 0.011438 
0.571142 0.221235 -0.006162 
0.573146 0.221232 -0.010653 
0.575150 0.221226 -0.039490 
0.577154 0.221207 0.002680 
0.579158 0.221208 0.013886 
0.581162 0.221215 -0.003223 
0.583166 0.221213 -0.003438 
0.585170 0.221212 0.017982 
0.587174 0.221221 0.014036 
0.589178 0.221228 0.008838 
0.591182 0.221232 0.026172 
0.593186 0.221245 0.059130 
0.595190 0.221275 0.078493 
0.597194 0.221314 0.081464 
0.599198 0.221355 0.093263 
0.601202 0.221401 0.093717 
0.603206 0.221448 0.083628 
0.605210 0.221490 0.068843 
0.607214 0.221524 0.051226 
0.609218 0.221550 0.032230 
0.611222 0.221566 0.032420 
0.613226 0.221582 -0.003150 
0.615230 0.221581 -0.006059 
0.617234 0.221578 -0.039942 
0.619238 0.221558 -0.045984 
0.621242 0.221535 -0.066601 
0.623246 0.221502 -0.063376 
0.625251 0.221470 -0.041652 
0.627255 0.221449 -0.079255 
0.629259 0.221409 -0.096028 
0.631263 0.221361 -0.112807 
0.633267 0.221305 -0.123136 
0.635271 0.221243 -0.127496 
0.637275 0.221180 -0.148295 
0.639279 0.221105 -0.154049 
0.641283 0.221028 -0.131860 
0.643287 0.220963 -0.128662 
0.645291 0.220898 -0.139845 
0.647295 0.220828 -0.133036 
0.649299 0.220762 -0.120896 
0.651303 0.220701 -0.160645 
0.653307 0.220621 -0.164572 
0.655311 0.220539 -0.120165 
0.657315 0.220479 -0.118903 
0.659319 0.220419 -0.115015 
0.661323 0.220362 -0.079787 
0.663327 0.220322 -0.106753 
0.665331 0.220268 -0.087697 
0.667335 0.220225 -0.094589 
0.669339 0.220177 -0.089063 
0.671343 0.220133 -0.075606 
0.673347 0.220095 -0.080270 
0.675351 0.220055 -0.094510 
0.677355 0.220008 -0.080171 
0.679359 0.219967 -0.082940 
0.681363 0.219926 -0.080526 
0.683367 0.219886 -0.067205 
0.685371 0.219852 -0.047067 
0.687375 0.219829 -0.052635 
0.689379 0.219802 -0.074413 
0.691383 0.219765 -0.064899 
0.693387 0.219733 -0.035607 
0.695391 0.219715 -0.049486 
0.697395 0.219690 -0.038331 
0.699399 0.219671 -0.006720 
0.701403 0.219668 -0.008363 
0.703407 0.219663 -0.000985 
0.705411 0.219663 -0.003465 
0.707415 0.219661 -0.024156 
0.709419 0.219649 -0.042075 
0.711423 0.219628 -0.069604 
0.713427 0.219593 -0.073371 
0.715431 0.219557 -0.033064 
0.717435 0.219540 -0.027845 
0.719439 0.219526 0.008552 
0.721443 0.219530 -0.011536 
0.723447 0.219525 -0.022711 
0.725451 0.219513 0.016063 
0.727455 0.219521 -0.014330 
0.729459 0.219514 -0.043488 
0.731463 0.219492 0.001156 
0.733467 0.219493 0.023168 
0.735471 0.219504 0.028424 
0.737475 0.219519 0.029844 
0.739479 0.219534 0.054786 
0.741483 0.219561 0.069320 
0.743487 0.219596 0.086134 
0.745491 0.219639 0.118246 
0.747495 0.219698 0.146996 
0.749499 0.219771 0.152351 
0.751503 0.219848 0.122177 
0.753507 0.219909 0.152818 
0.755511 0.219985 0.130423 
0.757515 0.220050 0.074674 
0.759519 0.220088 0.083179 
0.761523 0.220129 0.086515 
0.763527 0.220172 0.073362 
0.765531 0.220209 0.076704 
0.767535 0.220247 0.107686 
0.769539 0.220301 0.115405 
0.771543 0.220359 0.108984 
0.773547 0.220414 0.111333 
0.775551 0.220469 0.074246 
0.777555 0.220506 0.040964 
0.779559 0.220527 0.017069 
0.781563 0.220535 -0.008505 
0.783567 0.220531 0.040871 
0.785571 0.220551 0.053652 
0.787575 0.220578 0.075765 
0.789579 0.220616 0.069311 
0.791583 0.220651 0.052963 
0.793587 0.220677 0.070804 
0.795591 0.220713 0.079977 
0.797595 0.220753 0.070511 
0.799599 0.220788 0.030444 
0.801603 0.220803 0.077164 
0.803607 0.220842 0.122362 
0.805611 0.220903 0.098449 
0.807615 0.220952 0.126374 
0.809619 0.221015 0.119806 
0.811623 0.221075 0.105981 
0.813627 0.221128 0.082788 
0.815631 0.221170 0.072586 
0.817635 0.221206 0.076331 
0.819639 0.221244 0.044274 
0.821643 0.221266 0.046868 
0.823647 0.221290 0.012542 
0.825651 0.221296 0.008735 
0.827655 0.221300 -0.012637 
0.829659 0.221294 0.015460 
0.831663 0.221302 -0.000217 
0.833667 0.221302 -0.005222 
0.835671 0.221299 0.004370 
0.837675 0.221301 -0.000239 
0.839679 0.221301 -0.013113 
0.841683 0.221295 -0.052564 
0.843687 0.221268 -0.061339 
0.845691 0.221238 -0.035789 
0.847695 0.221220 -0.026386 
0.849699 0.221206 -0.052272 
0.851703 0.221180 -0.030862 
0.853707 0.221165 -0.033913 
0.855711 0.221148 -0.017330 
0.857715 0.221139 -0.013896 
0.859719 0.221132 -0.065730 
0.861723 0.221099 -0.089531 
0.863727 0.221055 -0.053780 
0.865731 0.221028 -0.057987 
0.867735 0.220999 -0.071622 
0.869739 0.220963 -0.065484 
0.871743 0.220930 -0.052595 
0.873747 0.220904 -0.068804 
0.875752 0.220870 -0.061914 
0.877756 0.220839 -0.090207 
0.879760 0.220794 -0.105438 
0.881764 0.220741 -0.119377 
0.883768 0.220681 -0.115110 
0.885772 0.220624 -0.072203 
0.887776 0.220587 -0.058814 
0.889780 0.220558 -0.079140 
0.891784 0.220518 -0.116619 
0.893788 0.220460 -0.134090 
0.895792 0.220393 -0.100630 
0.897796 0.220343 -0.088913 
0.899800 0.220298 -0.113172 
0.901804 0.220242 -0.083315 
0.903808 0.220200 -0.102168 
0.905812 0.220149 -0.102928 
0.907816 0.220098 -0.118561 
0.909820 0.220038 -0.118791 
0.911824 0.219979 -0.134060 
0.913828 0.219912 -0.150599 
0.915832 0.219837 -0.167142 
0.917836 0.219753 -0.121591 
0.919840 0.219692 -0.166382 
0.921844 0.219609 -0.143441 
0.923848 0.219537 -0.153736 
0.925852 0.219460 -0.141347 
0.927856 0.219390 -0.118151 
0.929860 0.219331 -0.150884 
0.931864 0.219255 -0.134257 
0.933868 0.219188 -0.139886 
0.935872 0.219118 -0.162862 
0.937876 0.219037 -0.163507 
0.939880 0.218955 -0.165495 
0.941884 0.218872 -0.158539 
0.943888 0.218793 -0.149442 
0.945892 0.218718 -0.156199 
0.947896 0.218640 -0.139393 
0.949900 0.218570 -0.132437 
0.951904 0.218504 -0.103873 
0.953908 0.218452 -0.071961 
0.955912 0.218416 -0.082855 
0.957916 0.218375 -0.088964 
0.959920 0.218330 -0.064959 
0.961924 0.218298 -0.019551 
0.963928 0.218288 0.009538 
0.965932 0.218293 0.009595 
0.967936 0.218298 0.014406 
0.969940 0.218305 0.050474 
0.971944 0.218330 0.025453 
0.973948 0.218343 0.020034 
0.975952 0.218353 0.002409 
0.977956 0.218354 0.033730 
0.979960 0.218371 0.005853 
0.981964 0.218374 -0.005718 
0.983968 0.218371 -0.004282 
0.985972 0.218369 0.003186 
0.987976 0.218370 -0.005605 
0.989980 0.218368 -0.028243 
0.991984 0.218354 -0.035562 
0.993988 0.218336 -0.042758 
0.995992 0.218314 -0.069170 
0.997996 0.218280 -0.099003 
1.000000 0.218230 -0.094352 
